content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,wordCount,review_without_stopwords,wordCount_after_stopwords
good,5,0.7,0.6000000000000001,Positive,1,good,1
sangat terbantu,5,0.0,0.0,Positive,2,terbantu,1
"puas dengan pelayanannya. jwb singkat, padat, jelas dan sabar dlm menanggapi semua pertanyaan",5,0.0,0.0,Positive,16,puas pelayanannya jwb singkat padat sabar dlm menanggapi,8
apk ini membantu saya,4,0.0,0.0,Positive,4,apk membantu,2
saya sesak napas profesi saya sucrity apa yg harus saya lakukan,5,0.0,0.0,Positive,11,sesak napas profesi sucrity lakukan,5
memudahkan konsultasi tanpa berhadapan langsung terutama disaat pandemi seperti ini,4,0.0,0.0,Positive,10,memudahkan konsultasi berhadapan langsung disaat pandemi,6
dapat membantu memperoleh informasi kesehatan dengan keluhan yang sedang diderita saat ini,3,0.0,0.0,Neutral,12,membantu memperoleh informasi kesehatan keluhan diderita,6
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
"aplikasi maling. duit orang main di debet debet aja 39ribu. gue ga butuh ginian, konfirmasi juga engga . ga penting awas duit di atm kalian di sedot di debet. cari duit yg halal. masa iya lo mau nafkahin anak istri lo duit dari maling. demi allah demi rasullullah gue gak ikhlas sampe kapan pun uang gue di malingin. kita ketemu di hadapan allah nanti di akhirat",1,0.16666666666666666,0.3333333333333333,Negative,73,aplikasi maling duit orang main debet debet 39ribu gue ga butuh ginian konfirmasi engga ga awas duit atm sedot debet cari duit halal iya lo nafkahin anak istri lo duit maling allah rasullullah gue gak ikhlas sampe uang gue malingin ketemu hadapan allah akhirat,44
sangat membanytu untuk deteksi awal,4,0.0,0.0,Positive,5,membanytu deteksi,2
"alhamdulillah sy bisa konsultasi dgn dokter, dokternya baik",5,0.0,0.0,Positive,9,alhamdulillah konsultasi dgn dokter dokternya,5
"mudah,murah,cepat, ringkas dan cukup akurat",4,0.0,0.0,Positive,10,mudahmurahcepat ringkas akurat,3
aplikasi ini bagus karena bisa konsultasi penyakit yang kita alami dan pelayanan dokter2 nya juga sangat memuaskan,4,0.0,0.0,Positive,17,aplikasi bagus konsultasi penyakit alami pelayanan dokter2 memuaskan,8
sangat membantu sekali,5,0.0,0.0,Positive,3,membantu,1
membantu sekali....,5,0.0,0.0,Positive,3,membantu,1
mantap,5,0.0,0.0,Positive,1,mantap,1
aplikasi yg bersifat kemanusiaan sprt ini yg hrs di support krn memang benar² sangat membantu,5,0.0,0.0,Positive,15,aplikasi bersifat kemanusiaan sprt hrs support krn benar² membantu,9
dapat resep bisa d tebus di apotek,5,0.0,0.0,Positive,7,resep d tebus apotek,4
"programnya call center maksa banget, ga bisa nolak",1,-0.1,0.1,Negative,9,programnya call center maksa banget ga nolak,7
bagus banget aplikasi ini sangat membantu sekali.,5,0.0,0.0,Positive,8,bagus banget aplikasi membantu,4
"terimakasih alodokter, layanan chat gratis lengkap dengan fitur pengiriman obat ",5,0.0,0.0,Positive,11,terimakasih alodokter layanan chat gratis lengkap fitur pengiriman obat,9
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
"selama ini kl terjadi seperti keluhan, minum manis atau makan kue, dan keluhan menghilang. sama dengan saran dr. tetapi kemarin hanya secara naluri, kl sekarang ada ilmunya. terimakasih dr. semoga kita semua sehat selalu dan dalam lindungannya. terimakasih..",5,0.0,0.0,Positive,45,kl keluhan minum manis makan kue keluhan menghilang saran dr kemarin naluri kl ilmunya terimakasih dr semoga sehat lindungannya terimakasih,20
"saya sih suka banget sama apl ini, saya sering konsultasi sama dokter umum aja sih, dan artikel artikel nya sangat banyak dan bisa membantu saya mengatasi masalah kesehatan saya, memberikan banyak informasi yang berupa ilmu, tapi saya gak sukanya saya curiga apakah data di aplikasi ini bocor, karena sudah 2kali saya ditelfon orang mencurigakan yang mengatasnamakan aplikasi ini yang akan memberikan jaminan kesehatan dan meminta norek secara paksa. untung aja aq gak bodoh ,, love you alodokter",4,0.5,0.6,Positive,84,sih suka banget apl konsultasi dokter sih artikel artikel membantu mengatasi kesehatan informasi ilmu gak sukanya curiga data aplikasi bocor 2kali ditelfon orang mencurigakan mengatasnamakan aplikasi jaminan kesehatan norek paksa untung aq gak bodoh love you alodokter,37
penjelasan sangat jelas,5,0.0,0.0,Positive,3,penjelasan,1
apknya bagus sekali,5,0.0,0.0,Positive,3,apknya bagus,2
baik dlm memberikan penjelasan menyemangati,5,0.0,0.0,Positive,5,dlm penjelasan menyemangati,3
terimkasih bnyk sngt membantu,5,0.0,0.0,Positive,4,terimkasih bnyk sngt membantu,4
bagus dan sangat membantu,5,0.0,0.0,Positive,4,bagus membantu,2
good,5,0.7,0.6000000000000001,Positive,1,good,1
ini tadi saya mendapat tlpn dari alodoc meminta rekening katanya dapat asuransi 2jt apakah benar dan saya dengan santainya mengasihkan nmr rekening saya. kalau saya kena tipu atau rekening saya bermasalah setelah mendapatkan tlpn dari alodoc saya siap melanjutkan ke jalur hukum karena penipuan.,3,0.0,0.0,Neutral,46,tlpn alodoc rekening asuransi 2jt santainya mengasihkan nmr rekening kena tipu rekening bermasalah tlpn alodoc melanjutkan jalur hukum penipuan,19
bagus banget,5,0.0,0.0,Positive,2,bagus banget,2
tanggapan nya cepat,5,0.0,0.0,Positive,3,tanggapan cepat,2
aplikasi terbagus,5,0.0,0.0,Positive,2,aplikasi terbagus,2
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
"mantapp, cukup membantu",5,0.0,0.0,Positive,4,mantapp membantu,2
"asallamualaikum,obat ap dok badan trasa dalam kulit napas terasa sesak,trimh",2,0.0,0.0,Negative,14,asallamualaikumobat ap dok badan trasa kulit napas sesaktrimh,8
"bagus sangat memuaskan, ditelfon cs sabar banget ngejelasin gak emosian, best deh pokoknya ",5,1.0,0.3,Positive,15,bagus memuaskan ditelfon cs sabar banget ngejelasin gak emosian best deh pokoknya,12
bagus,5,0.0,0.0,Positive,1,bagus,1
selalu dapat solusi dgn cepat,5,0.0,0.0,Positive,5,solusi dgn cepat,3
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
"respon dokter gratisnya lumayan cepat dan penjelasannya detail, saran mungkin bisa ditambah jumlah kata untuk menulis keluhannya agar lebih leluasa pasien dalam menceritakan kondisi nya",4,0.0,0.0,Positive,26,respon dokter gratisnya lumayan cepat penjelasannya detail saran ditambah menulis keluhannya leluasa pasien menceritakan kondisi,15
terima kasih sangat membantu,5,0.0,0.0,Positive,4,terima kasih membantu,3
"baru pertama pake aplikasi ini langsung kecewa. konsulnya bagus cepat tanggap tp pengiriman obatnya zonk saya pilih yg instan krn perlu cepat pake rara delivery tp disistem keterangan diproses, sedang mencari kurir trus kalo gak dapet2 sampe kapan kekirim. mau protes kemana chat via wa hanya sistem yg jawab haduuh kapok deh pesan obat disini. obat kapan nih dikirimnya mau dibatalin gak bisa",2,0.0,0.0,Negative,67,pake aplikasi langsung kecewa konsulnya bagus cepat tanggap tp pengiriman obatnya zonk pilih instan krn cepat pake rara delivery tp disistem keterangan diproses mencari kurir trus kalo gak dapet2 sampe kekirim protes kemana chat via wa sistem haduuh kapok deh pesan obat obat nih dikirimnya dibatalin gak,47
membantu dan jelas,5,0.0,0.0,Positive,3,membantu,1
dokternya ramah dan langsung njawab apa yg dipertanyakan ,5,0.0,0.0,Positive,8,dokternya ramah langsung njawab,4
saya kasih bintang 4 dlu,4,0.0,0.0,Positive,5,kasih bintang 4 dlu,4
sangat membantu sekali,5,0.0,0.0,Positive,3,membantu,1
kalau masalah bisa diatasi dengan solusi dan konsultasi chating dan obat saya kasih bitang5-7,4,0.0,0.0,Positive,14,diatasi solusi konsultasi chating obat kasih bitang57,7
ga fast respon dokternya padahal bayar malah jelek konsultasi nya . mendingan aplikasi klik dokter fast respon dan penuturan dokternya baik. dulu lebih mendingan alo dokternya daripada sekarang. tolong cari dokternya lebih teliti lagi . fast respon biar cepat selesai penanganan nnya,1,0.20000000000000004,0.6,Negative,44,ga fast respon dokternya bayar jelek konsultasi mendingan aplikasi klik dokter fast respon penuturan dokternya mendingan alo dokternya tolong cari dokternya teliti fast respon biar cepat selesai penanganan nnya,29
"maaf dok saya mau tanya,kalau bagun tidur kaki saya terasa kaku, telapak kaki bagian dalam dan jari jarinya sakit kayak cenut cenut apalagi kalau di bawa jalan itu kenapa ya dok?",5,0.0,0.0,Positive,35,maaf dok tanyakalau bagun tidur kaki kaku telapak kaki jari jarinya sakit kayak cenut cenut bawa jalan dok,18
sungguh luar biasa para dokter membantu pasien secara online.,5,0.0,0.0,Positive,10,sungguh dokter membantu pasien online,5
bagus,5,0.0,0.0,Positive,1,bagus,1
thx!,5,0.0,0.0,Positive,2,thx,1
"udh bayar ke.spesialis malah ga balas2 chat saya, ssnpe nunggu 2 jam , sampe dokternya sndiri off",1,0.0,0.0,Negative,18,udh bayar kespesialis ga balas2 chat ssnpe nunggu 2 jam sampe dokternya sndiri off,14
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
sangat membatu sekali untuk penanganan medis. dlam keadaan darurat,5,0.0,0.0,Positive,10,membatu penanganan medis dlam darurat,5
"no komen, tingkatkan pelayanannya. terimakasih",5,0.0,0.0,Positive,7,no komen tingkatkan pelayanannya terimakasih,5
"pake engga, kepotong tiap bulan iya:)",1,0.5,1.0,Negative,9,pake engga kepotong iya,4
"aplikasi yang bermanfaat,sangat membantu,terimakasih banyak",5,0.0,0.0,Positive,9,aplikasi bermanfaatsangat membantuterimakasih,3
bagus,5,0.0,0.0,Positive,1,bagus,1
good bermanfaat,5,0.7,0.6000000000000001,Positive,2,good bermanfaat,2
"fast respont ,,sangat membantu",5,0.2,0.6,Positive,5,fast respont membantu,3
"di layani dgn baik,,aku suka,terimaksih",5,0.0,0.0,Positive,9,layani dgn baikaku sukaterimaksih,4
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
"aplikasi yg sangat membantu,,",5,0.0,0.0,Positive,6,aplikasi membantu,2
ok,4,0.5,0.5,Positive,1,ok,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
sangat membantu aplikasi yg bagus,5,0.0,0.0,Positive,5,membantu aplikasi bagus,3
benar2 membantu,5,0.0,0.0,Positive,2,benar2 membantu,2
sangat membantu sekali,5,0.0,0.0,Positive,3,membantu,1
sangat mudah digunakan dan responsif dokternya,5,0.0,0.0,Positive,6,mudah responsif dokternya,3
keren,5,0.0,0.0,Positive,1,keren,1
selamat mlm dokter . itu ibu saya mengalami coccydynia yati ngeri yg terjadi pada tulang ekor . uni saya usianya 52 thn. apakah akan sendirinya bisa hilang penyakitnya . 3 hari setelah di vaksin 1. sebelumnya memang perna terasa sakit cuma gk senyeri itu. apa yg harus asian makan utk nyeri itu?,5,0.0,0.0,Positive,55,selamat mlm dokter mengalami coccydynia yati ngeri tulang ekor uni usianya 52 thn hilang penyakitnya 3 vaksin 1 perna sakit gk senyeri asian makan utk nyeri,26
rekomendasi bangett,5,0.0,0.0,Positive,2,rekomendasi bangett,2
apk nya sangat membantu untuk konsultasi masalah penyakit yang selalu dirasakan.,4,0.0,0.0,Positive,12,apk membantu konsultasi penyakit dirasakan,5
apklikasih ini sangat membantu,5,0.0,0.0,Positive,4,apklikasih membantu,2
"dokternya ramah, mudah juga penjelasannya untuk dimengerti",5,0.0,0.0,Positive,8,dokternya ramah mudah penjelasannya dimengerti,5
ok,5,0.5,0.5,Positive,1,ok,1
bagus,5,0.0,0.0,Positive,1,bagus,1
sangat membantu sekali.,5,0.0,0.0,Positive,4,membantu,1
"respon cepet,,konsulnya bagus,,,mksh alodokter",5,0.0,0.0,Positive,10,respon cepetkonsulnya bagusmksh alodokter,4
jawabannya cukup jelas.,5,0.0,0.0,Positive,4,jawabannya,1
bagus,5,0.0,0.0,Positive,1,bagus,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
saya mau unreg layanan ini .. bagaimana caranya.. ..,1,0.0,0.0,Negative,10,unreg layanan,2
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
skrg harus bayar,3,0.0,0.0,Neutral,3,skrg bayar,2
"penjelasan jelas, dan sangat membantu",5,0.0,0.0,Positive,6,penjelasan membantu,2
ok trima kasih,5,0.5,0.5,Positive,3,ok trima kasih,3
"tim marketing & customer service-nya mengerikan, tim marketing menipu costumer dengan ajakan program yg penuh kalimat bohong. cs-nya menahan² agar tetap berlangganan, dengan memproses chat dengan sangat slow respon",1,-0.30000000000000004,0.39999999999999997,Negative,32,tim marketing customer servicenya mengerikan tim marketing menipu costumer ajakan program penuh kalimat bohong csnya menahan² berlangganan memproses chat slow respon,21
bagus,5,0.0,0.0,Positive,1,bagus,1
"tolong pengamanan diperbaiki sepertinya telah terjadi kebocoran data sudah berapa kali ditelpon penipu yang mengatas namakan alodok, mereka tau semua identitas yang terdaftar di alodok",3,0.0,0.0,Neutral,26,tolong pengamanan diperbaiki kebocoran data kali ditelpon penipu mengatas namakan alodok tau identitas terdaftar alodok,15
sangat membantu saya dalam konsultasi terima alodokter ,5,0.0,0.0,Positive,7,membantu konsultasi terima alodokter,4
"coba chat/konsultasi dokter langsung dibales, sangat responsif",5,0.0,0.0,Positive,8,coba chatkonsultasi dokter langsung dibales responsif,6
"kenapa jadi banyak yang suka telfon ya setelah download aplikasi ini, pas di cek taunya nomer penipuan mengatasnamakan alodok. tolong data jangan di sebar gitu aja risih tiap saat di telfon terus.",1,0.0,0.0,Negative,35,suka telfon download aplikasi pas cek taunya nomer penipuan mengatasnamakan alodok tolong data sebar gitu risih telfon,17
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
alhamdulillah....,5,0.0,0.0,Positive,2,alhamdulillah,1
jawabannya mudah dimengerti,5,0.0,0.0,Positive,3,jawabannya mudah dimengerti,3
good,5,0.7,0.6000000000000001,Positive,1,good,1
baik sekli,5,0.0,0.0,Positive,2,sekli,1
aplikasi sangat membantu terimah kasih,5,0.0,0.0,Positive,5,aplikasi membantu terimah kasih,4
"sangat membantu, apalagi disaat pandemi seperti sekarang. lebih mudah konsultasi dengan dokter yang memberi jawaban dengan teliti dan sangat memuaskan. terimakasih alodokter",5,0.0,0.0,Positive,25,membantu disaat pandemi mudah konsultasi dokter teliti memuaskan terimakasih alodokter,10
"sangat bagus,ga bakal nyesel deh",5,0.0,0.0,Positive,7,bagusga nyesel deh,3
setelah saya menanyakan keluhan di sini tiba² saya terteror oleh no asing tolong,2,0.0,0.0,Negative,13,keluhan tiba² terteror no asing tolong,6
membantu sekali,5,0.0,0.0,Positive,2,membantu,1
terimakasih atas informasinya ya dokter rizal arkan putranto,5,0.0,0.0,Positive,8,terimakasih informasinya dokter rizal arkan putranto,6
sangat bagus... trima kasih alodokter,5,0.0,0.0,Positive,6,bagus trima kasih alodokter,4
sangat bermangfaat,5,0.0,0.0,Positive,2,bermangfaat,1
good,5,0.7,0.6000000000000001,Positive,1,good,1
"ga aman banget, saya jdi di telepon trs sm no ga dikenal sampe beberapa kali, ini gimana si ceritanya bisa smpe tau no saya? gausah begini lah, sialan",1,0.0,0.0,Negative,32,ga aman banget jdi telepon trs sm no ga dikenal sampe kali gimana si ceritanya smpe tau no gausah sialan,20
"kenapa si telp telp pdhal aku cuma download terus bikin akun aja dan itu ngaku ngaku dri alodokter, bisa gk ya gk telp terus?",1,0.0,0.0,Negative,26,si telp telp pdhal download bikin akun ngaku ngaku dri alodokter gk gk telp,14
"saya kecewa menggunakan alo dokter sudah 3x saya di telpon nomer yang tidak di kenal dari kemarin saya instal aplikasi ini, saya takut dulu pernah konsultasi jangan² bisa tersebar.",1,0.0,0.0,Negative,31,kecewa alo dokter 3x telpon nomer kenal kemarin instal aplikasi takut konsultasi jangan² tersebar,14
baik,5,0.0,0.0,Positive,1,,0
ok bagus,5,0.5,0.5,Positive,2,ok bagus,2
sangat membantu....,5,0.0,0.0,Positive,3,membantu,1
sangat bermanfaat dan memuaskan. sangat sangat terima kasih...,5,0.0,0.0,Positive,10,bermanfaat memuaskan terima kasih,4
masaaa dia pas udh di cett masa nelpon nelponn padahal udh di hapussss iiihhh kok nelpon nelpon sihh,1,0.0,0.0,Negative,18,masaaa pas udh cett nelpon nelponn udh hapussss iiihhh nelpon nelpon sihh,12
ditipu,1,0.0,0.0,Negative,1,ditipu,1
pelanana yang bagus sangat ramahhjuga,5,0.0,0.0,Positive,5,pelanana bagus ramahhjuga,3
lumayan,5,0.0,0.0,Positive,1,lumayan,1
sangat responsip,5,0.0,0.0,Positive,2,responsip,1
terimakasih...sangat membantu ,5,0.0,0.0,Positive,4,terimakasihsangat membantu,2
mantap,5,0.0,0.0,Positive,1,mantap,1
sangat membantu banget,5,0.0,0.0,Positive,3,membantu banget,2
sangatlah membantu sekali thanks alodokter ,5,0.2,0.2,Positive,5,membantu thanks alodokter,3
lumayan membantu ,5,0.0,0.0,Positive,2,lumayan membantu,2
respon cepat,5,0.0,0.0,Positive,2,respon cepat,2
aplikasi ini sangat membantu,5,0.0,0.0,Positive,4,aplikasi membantu,2
sangat sangat membantu,5,0.0,0.0,Positive,3,membantu,1
sementara saya ksh bintng 3 krn saya bru mulai gabung,3,0.0,0.0,Neutral,10,ksh bintng 3 krn bru gabung,6
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
aplikasi yg sangat membantu di saat yang di perlukan,5,0.0,0.0,Positive,9,aplikasi membantu perlukan,3
"apa aplikasi ini membocorkan data penggunanya? barusan saya mendapat tlp mengaku dari aplikasi alodokter dan menawarkan asuransi demam berdarah, dari mana orang tersebut bisa mengetahui data saya termasuk email saya dan no hp saya...lebih baik jangan install dan jangan ceroboh memberikan data apapun termasuk no.rek pribadi... mengecewakan!!!!!!",1,0.0,0.0,Negative,58,aplikasi membocorkan data penggunanya barusan tlp mengaku aplikasi alodokter menawarkan asuransi demam berdarah orang data email no hp sayalebih install ceroboh data apapun norek pribadi mengecewakan,26
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
oke,5,0.0,0.0,Positive,1,oke,1
sangat membantu ,5,0.0,0.0,Positive,2,membantu,1
nice,5,0.6,1.0,Positive,1,nice,1
sy puas dgn hasil konsultasi bersama dokter spesialis alodokter,3,0.0,0.0,Neutral,9,puas dgn hasil konsultasi dokter spesialis alodokter,7
sangat jelas,5,0.0,0.0,Positive,2,,0
"utk yg memiliki riwayat kanker payudara sdh pernah operasi 4th lalu dan bbrp bln ada gejala lagi dilanjutkan pengobatan herbal dgn hsl culup baik sekarang sdh tdk ada gejala yg dirasakan hanya benjolan tetap ada dan tdk menunjukan perkembangan alias tetap,apakah bisa menerima vaksin covid,mohon petunjuk penjelasannya,tromakasih.",5,0.0,0.0,Positive,54,utk memiliki riwayat kanker payudara sdh operasi 4th bbrp bln gejala dilanjutkan pengobatan herbal dgn hsl culup sdh tdk gejala dirasakan benjolan tdk menunjukan perkembangan alias tetapapakah menerima vaksin covidmohon petunjuk penjelasannyatromakasih,32
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
bagus sangat membatu,5,0.0,0.0,Positive,3,bagus membatu,2
"pembelian obat sebelumnya memang cukup lama, tapi pembelian kedua saya ada improvement dan lumayan cepet juga untuk respon cs nya. kemarin juga dapat gratis ongkir buat beli obatnya. moga banyak diskon lagi di aplikasi ini.",5,0.0,0.0,Positive,39,pembelian obat pembelian improvement lumayan cepet respon cs kemarin gratis ongkir beli obatnya moga diskon aplikasi,16
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
informasi yg diberikan sangat berguna,5,0.0,0.0,Positive,5,informasi berguna,2
sangat membantu aplikasinya. ngk nyesal,5,0.0,0.0,Positive,6,membantu aplikasinya ngk nyesal,4
sanggat membantu,5,0.0,0.0,Positive,2,sanggat membantu,2
"terbaikkk! udah 3x konsul disini dgn berbagai dokter spesialis sesuai penyakitnya, alhamdulillah selalu cocok. pastinya cari dokter yg ratingnya paling bagus. kmrn lg sakit dn pandemi begini rasanya takut ke rs, mencoba konsul dulu lewat alodok dan pertama kalinya dikasih resep yg bisa lgsung ditebus di aplikasinya. seneng bgt obatnya cocok. kalo buru2 mau dpt obatnya pilih pengiriman yg cepat dn berbayar mahal dikit gapapa, jgn mau cepat tp gratisan! pokoknya terbaikkk",5,0.0,0.0,Positive,81,terbaikkk udah 3x konsul dgn dokter spesialis sesuai penyakitnya alhamdulillah cocok pastinya cari dokter ratingnya bagus kmrn lg sakit dn pandemi takut rs mencoba konsul alodok kalinya dikasih resep lgsung ditebus aplikasinya seneng bgt obatnya cocok kalo buru2 dpt obatnya pilih pengiriman cepat dn berbayar mahal dikit gapapa jgn cepat tp gratisan pokoknya terbaikkk,54
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
"aplikasinya sangat membantu, terimakasih dokter",5,0.0,0.0,Positive,6,aplikasinya membantu terimakasih dokter,4
sangat membantu ,5,0.0,0.0,Positive,2,membantu,1
dokter cepat sekali dalam merespon,5,0.0,0.0,Positive,5,dokter cepat merespon,3
puas dengan jawaban dokter nya,5,0.0,0.0,Positive,5,puas dokter,2
respon dokter nya sangat ramah,5,0.0,0.0,Positive,5,respon dokter ramah,3
aplikasi ini sungguh sangat membantu,5,0.0,0.0,Positive,5,aplikasi sungguh membantu,3
jangan spam promosi woi!,1,0.0,0.0,Negative,5,spam promosi woi,3
lebih jelas dan paham yg selama ini dikira2,4,0.0,0.0,Positive,8,paham dikira2,2
baguss teliti,5,0.0,0.0,Positive,2,baguss teliti,2
"sangat membantu dengan pelayanan konsultasi gratis, respon cepat oleh tenaga ahli",5,0.0,0.0,Positive,12,membantu pelayanan konsultasi gratis respon cepat tenaga ahli,8
mohon maaf itu dari pihak alodokter jangan nelpon terus dong jadi mengganggu banget tolong di tindak lanjuti!!!,1,0.0,0.0,Negative,20,mohon maaf alodokter nelpon mengganggu banget tolong tindak lanjuti,9
bagus dan membantu semua dokternya ramah dan respon cepat thx,5,0.0,0.0,Positive,10,bagus membantu dokternya ramah respon cepat thx,7
"sangat membantu sekali,trims alodokter",5,0.0,0.0,Positive,6,membantu sekalitrims alodokter,3
responnyq sangat cepat,5,0.0,0.0,Positive,3,responnyq cepat,2
bagussssss,5,0.0,0.0,Positive,1,bagussssss,1
terimakasih alodokter. sangat membantu ,5,0.0,0.0,Positive,5,terimakasih alodokter membantu,3
membantu sangat,5,0.0,0.0,Positive,2,membantu,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
bagussd bangettt,4,0.0,0.0,Positive,2,bagussd bangettt,2
dokter sama asisten baik sekali,4,0.0,0.0,Positive,5,dokter asisten,2
"aplikasi penipuan guys sales mereka tidak memberikan informasi yg akurat,awalnya sy cm bantu sales mereka untuk target mereka mngkin tp tau2nya saldo atm sy terpotong tiap bulannya, awalnya mereka bilang ga akan potong otomatis sblm ada persetujuan dri saya tp ini cuma sepihak aj tmpa persetujuan, udh gt sy cb hubungi cs nya ga bisa, bilangnya mau di tlp tau2 blgnya udh di non aktifkan tp dia tdk minta nama saya siapaa atau sekedar alamat email pun engga, hati2 guys",1,0.0,0.0,Negative,86,aplikasi penipuan guys sales informasi akuratawalnya cm bantu sales target mngkin tp tau2nya saldo atm terpotong bulannya bilang ga potong otomatis sblm persetujuan dri tp aj tmpa persetujuan udh gt cb hubungi cs ga bilangnya tlp tau2 blgnya udh non aktifkan tp tdk nama siapaa sekedar alamat email engga hati2 guys,51
dokternya ramah dan penjelasan nya baik,4,0.0,0.0,Positive,6,dokternya ramah penjelasan,3
ok,5,0.5,0.5,Positive,1,ok,1
"parah bngt dia brani ngambil duit di atm langsung padahal perjanjian di batalin tp dia ngambil paksa di atm ga paham gua, salut salut",1,0.0,0.0,Negative,25,parah bngt brani ngambil duit atm langsung perjanjian batalin tp ngambil paksa atm ga paham gua salut salut,18
cukup cepat dimengerti dokternya simple dan jelas ,5,0.0,0.35714285714285715,Positive,7,cepat dimengerti dokternya simple,4
respon sangat cepat dalam menjawab setiap pertanyaan dan penjelasannya sangat membantu,5,0.0,0.0,Positive,11,respon cepat penjelasannya membantu,4
fast respon,5,0.2,0.6,Positive,2,fast respon,2
trima kasih dokk,5,0.0,0.0,Positive,3,trima kasih dokk,3
oke,5,0.0,0.0,Positive,1,oke,1
sangat membantu pada saat ppkm semua online,5,0.0,0.0,Positive,7,membantu ppkm online,3
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
bagus,5,0.0,0.0,Positive,1,bagus,1
dokternya ramah dan penjelasan yang di berikan sangant mudah di fahami,5,0.0,0.0,Positive,11,dokternya ramah penjelasan sangant mudah fahami,6
terimakasih sudah menjawab keluhan saya,5,0.0,0.0,Positive,5,terimakasih keluhan,2
"suka banget sama aplikasi alodokter! bisa chat sama dokternya langsung. selain itu kita juga dikasih resep obatnya, dan bisa juga langsung beli di aplikasi nya! keren",5,0.0,0.0,Positive,30,suka banget aplikasi alodokter chat dokternya langsung dikasih resep obatnya langsung beli aplikasi keren,14
sgt membantu,5,0.0,0.0,Positive,2,sgt membantu,2
mantap,5,0.0,0.0,Positive,1,mantap,1
sangat baik,5,0.0,0.0,Positive,2,,0
"sangat puas dan pelayanan nya bagus sekali,dokternya ramah sekali,terimakasih para dokter dan alodokter",5,0.0,0.0,Positive,17,puas pelayanan bagus sekalidokternya ramah sekaliterimakasih dokter alodokter,8
ok,5,0.5,0.5,Positive,1,ok,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
sangat membantu,4,0.0,0.0,Positive,2,membantu,1
aplikasi ini sangat membantu,5,0.0,0.0,Positive,4,aplikasi membantu,2
aku chating dengan dokter nya pada ramah2 juga dpt pelayanan gratis. alhamdulillah. thank u alodokter,5,0.0,0.0,Positive,17,chating dokter ramah2 dpt pelayanan gratis alhamdulillah thank u alodokter,10
mantap sob,5,0.0,0.0,Positive,2,mantap sob,2
membantu anda dalam menelaah masalah penyakit yang diderita dan memberikan informasi langkah apa yang harus dilakukan,5,0.0,0.0,Positive,16,membantu menelaah penyakit diderita informasi langkah,6
"assalamualaikum wr.wb, selamat malam admin alodokter...saya mau bertanya, apakah ini aplikasinya alodokter yang kita di bebani asuransi 39 rb setiap bulannya??saya kasih bintang dulu karena belum mencobanya...",1,0.0,0.0,Negative,35,assalamualaikum wrwb selamat malam admin alodoktersaya aplikasinya alodokter bebani asuransi 39 rb bulannyasaya kasih bintang mencobanya,16
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
mantap bagus,5,0.0,0.0,Positive,2,mantap bagus,2
terima kasih alodokter. responnya cepat.,5,0.0,0.0,Positive,7,terima kasih alodokter responnya cepat,5
kasih 3 dulu ya soalnya pengguna baru,3,0.0,0.0,Neutral,7,kasih 3 pengguna,3
sering ada yang telefon katanya dari allah dokter asli gak sih mengherankan,1,0.0,0.0,Negative,12,telefon allah dokter asli gak sih mengherankan,7
sangat membantu disaat kondisi pendemi begini,5,0.0,0.0,Positive,6,membantu disaat kondisi pendemi,4
aplikasi penipu.. dua kali saya di telfon dengan di iming imingi asuransi demam berdarah sebanyak 2 juta lalu minta no. rekening,1,0.0,0.0,Negative,23,aplikasi penipu kali telfon iming imingi asuransi demam berdarah 2 juta no rekening,13
pelayanan yang bagus untuk konsultasi kesehatan. dengan biaya terjangkau,5,0.0,0.0,Positive,10,pelayanan bagus konsultasi kesehatan biaya terjangkau,6
"app nya sering error ketika saya bertanya dan sudah bayar, tapi tidak ada jawaban, berjam jam saya tunggu masih tidak ada jawaban, malah disuruh terus menunggu rekomendasi dari dokter :(",2,-0.75,1.0,Negative,34,app error bayar berjam jam tunggu disuruh menunggu rekomendasi dokter,10
