content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,wordCount,review_without_stopwords,wordCount_after_stopwords,review_stem_without_stopwords
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
sangan membantu dan cepat respon,5,0.0,0.0,Positive,5,sangan membantu cepat respon,4,sangan bantu cepat respon
"terima kasih, aplikasi ini membantu sekali",5,0.0,0.0,Positive,7,terima kasih aplikasi membantu,4,terima kasih aplikasi bantu
bagus,3,0.0,0.0,Neutral,1,bagus,1,bagus
sippp,5,0.0,0.0,Positive,1,sippp,1,sippp
bagus sekali,5,0.0,0.0,Positive,2,bagus,1,bagus
terbaik,5,0.0,0.0,Positive,1,terbaik,1,baik
saya sangat terbantu dengan adanya aplikasi alodokter ini ..,4,0.0,0.0,Positive,9,terbantu aplikasi alodokter,3,bantu aplikasi alodokter
"barusan ada yang telfon katanya dari alo dokter, ada yg pernah ngalamin??",5,0.0,0.0,Positive,15,barusan telfon alo dokter ngalamin,5,barusan telfon alo dokter ngalamin
"aplikasi yang sangat membantu, tapi sebisa mungkin biaya chat dokternya dikurangi biar orang yang kurang mampu mampu bertanya dan konsultasi ke alodokter dengan biaya yang terjangkau",5,0.0,0.0,Positive,27,aplikasi membantu sebisa biaya chat dokternya dikurangi biar orang konsultasi alodokter biaya terjangkau,13,aplikasi bantu bisa biaya chat dokter rang biar orang konsultasi alodokter biaya jangkau
good,5,0.7,0.6000000000000001,Positive,1,good,1,good
oke,5,0.0,0.0,Positive,1,oke,1,oke
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
maaf untuk team alodokter tadi saya terima tlpn katanya saya mendapat undian asuransi dbd tapi kenapa ujunggnya disuruh ikut berlangganan maaf saya tidak mau berlangganan,1,0.0,0.0,Negative,25,maaf team alodokter terima tlpn undian asuransi dbd ujunggnya disuruh berlangganan maaf berlangganan,13,maaf team alodokter terima tlpn undi asuransi dbd ujunggnya suruh langgan maaf langgan
good,5,0.7,0.6000000000000001,Positive,1,good,1,good
terima kasih,5,0.0,0.0,Positive,2,terima kasih,2,terima kasih
sangat membantu ,5,0.0,0.0,Positive,2,membantu,1,bantu
sy sakit engkel karna jatuh tp dah satu bulan blm sembuh dan msh bgkak kecil?,1,0.0,0.0,Negative,16,sakit engkel karna jatuh tp dah blm sembuh msh bgkak,10,sakit engkel karna jatuh tp dah blm sembuh msh bgkak
sangat membantu untuk konsultasi.,5,0.0,0.0,Positive,5,membantu konsultasi,2,bantu konsultasi
sangat puas,5,0.0,0.0,Positive,2,puas,1,puas
sangat cepat dlm memberi jawaban,5,0.0,0.0,Positive,5,cepat dlm,2,cepat dlm
bagus sekali saya suka ada nya lodokter,5,0.0,0.0,Positive,7,bagus suka lodokter,3,bagus suka lodokter
"amazinglah, suka banget sama aplikasinya",5,0.0,0.0,Positive,6,amazinglah suka banget aplikasinya,4,amazinglah suka banget aplikasi
sangan membatu,5,0.0,0.0,Positive,2,sangan membatu,2,sangan batu
cukup membantu,4,0.0,0.0,Positive,2,membantu,1,bantu
saran solusinya dapat di fahami dan bagus.,3,0.0,0.0,Neutral,8,saran solusinya fahami bagus,4,saran solusi fahami bagus
aplikasi bagis,5,0.0,0.0,Positive,2,aplikasi bagis,2,aplikasi bagis
oks,5,0.0,0.0,Positive,1,oks,1,oks
mantap,5,0.0,0.0,Positive,1,mantap,1,mantap
anak sy umur 1bulan lebih berapa hari in anak sy gedam terus tapi bab nya tdk keluar apa itu normal,5,0.15,0.6499999999999999,Positive,20,anak umur 1bulan in anak gedam bab tdk normal,9,anak umur 1bulan in anak gedam bab tdk normal
"sangat membantu sekali mudah2an docter diseluruh dunia diberikan keberkahan dan diberikan kesehatan terutama para docter indonesia ,,is the best",5,1.0,0.3,Positive,20,membantu mudah2an docter diseluruh dunia keberkahan kesehatan docter indonesia is the best,12,bantu mudah2an docter seluruh dunia berkah sehat docter indonesia is the best
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
sangat membantu,4,0.0,0.0,Positive,2,membantu,1,bantu
penjelasan dari dokter cukup jelas dan membantu,5,0.0,0.0,Positive,7,penjelasan dokter membantu,3,jelas dokter bantu
sangat baik,5,0.0,0.0,Positive,2,,0,
"dokternya ramah"" dan detail",5,0.0,0.0,Positive,5,dokternya ramah detail,3,dokter ramah detail
dokter ny baik dan ramah,5,0.0,0.0,Positive,5,dokter ny ramah,3,dokter ny ramah
ok,5,0.5,0.5,Positive,1,ok,1,ok
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
responnya cepat ,5,0.0,0.0,Positive,2,responnya cepat,2,responnya cepat
bagus dan mantap,5,0.0,0.0,Positive,3,bagus mantap,2,bagus mantap
aplikasi konsultasinya sangat menarik,4,0.0,0.0,Positive,4,aplikasi konsultasinya menarik,3,aplikasi konsultasi tarik
sangat membantuuu,5,0.0,0.0,Positive,2,membantuuu,1,membantuuu
sangat membantu sekali,5,0.0,0.0,Positive,3,membantu,1,bantu
aplikasinya sangat bagus dan sangat membantu serta sangat bermanfaat agar kita tidak salah kasih sembarang obat.,5,0.0,0.0,Positive,17,aplikasinya bagus membantu bermanfaat salah kasih sembarang obat,8,aplikasi bagus bantu manfaat salah kasih sembarang obat
sangat puas dan membantu dalam proses pembelajaran,5,0.0,0.0,Positive,7,puas membantu proses pembelajaran,4,puas bantu proses ajar
ok,4,0.5,0.5,Positive,1,ok,1,ok
the best gak ada obat,5,1.0,0.3,Positive,5,the best gak obat,4,the best gak obat
baik,5,0.0,0.0,Positive,1,,0,
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
penjelasan dokter sangat membantu sekali buat sy,5,0.0,0.0,Positive,7,penjelasan dokter membantu,3,jelas dokter bantu
membantu,4,0.0,0.0,Positive,1,membantu,1,bantu
aplikasi ini sangat membantu,5,0.0,0.0,Positive,4,aplikasi membantu,2,aplikasi bantu
jos,5,0.0,0.0,Positive,1,jos,1,jos
"terima kasih ,aplikasi ini memudahkan konsultasi dng dokter di mssa pandemi inii",5,0.0,0.0,Positive,13,terima kasih aplikasi memudahkan konsultasi dng dokter mssa pandemi inii,10,terima kasih aplikasi mudah konsultasi dng dokter mssa pandemi ini
"selamat malam dok, mau tanya kenapa nenek saya sakit diabetes sudah hampir 1 bln opname di rs blm sembuh juga",5,0.0,0.0,Positive,21,selamat malam dok nenek sakit diabetes 1 bln opname rs blm sembuh,12,selamat malam dok nenek sakit diabetes 1 bln opname rs blm sembuh
semoga berkah buat para dokter,5,0.0,0.0,Positive,5,semoga berkah dokter,3,moga berkah dokter
sangat membantu konsultasi jelas.,5,0.0,0.0,Positive,5,membantu konsultasi,2,bantu konsultasi
dokternya benar-benar fast respon. terimakasih,5,0.2,0.6,Positive,6,dokternya benarbenar fast respon terimakasih,5,dokter benarbenar fast respon terimakasih
sangat membantu trimakasih,5,0.0,0.0,Positive,3,membantu trimakasih,2,bantu trimakasih
halo dr saya punya keluhan perut kembung,5,0.0,0.0,Positive,7,halo dr keluhan perut kembung,5,halo dr keluh perut kembung
terima kasih banyak alodok,5,0.0,0.0,Positive,4,terima kasih alodok,3,terima kasih alodok
baik,3,0.0,0.0,Neutral,1,,0,
mantap,5,0.0,0.0,Positive,1,mantap,1,mantap
"terimakasih saran dari dr,",5,0.0,0.0,Positive,5,terimakasih saran dr,3,terimakasih saran dr
sangat membantu,4,0.0,0.0,Positive,2,membantu,1,bantu
alo dokter sangat memuaskan,5,0.0,0.0,Positive,4,alo dokter memuaskan,3,alo dokter muas
maanfaat,5,0.0,0.0,Positive,1,maanfaat,1,maanfaat
"meskipun konsul dengan dokter umum, dan gratis sangat membantu... terima kasih alodokyer",5,0.0,0.0,Positive,14,konsul dokter gratis membantu terima kasih alodokyer,7,konsul dokter gratis bantu terima kasih alodokyer
sangat membantu saya,5,0.0,0.0,Positive,3,membantu,1,bantu
sangat membantu sekali. salam sehat selalu untuk semua dokter dan tenaga medis. dan cepat pulih untuk semua yg sedang sakit. god bless indonesia,5,0.0,0.0,Positive,26,membantu salam sehat dokter tenaga medis cepat pulih sakit god bless indonesia,12,bantu salam sehat dokter tenaga medis cepat pulih sakit god bless indonesia
"trimakasih,,",5,0.0,0.0,Positive,3,trimakasih,1,trimakasih
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
membantu...,2,0.0,0.0,Negative,2,membantu,1,bantu
"terimakasih sudah membantu,",5,0.0,0.0,Positive,4,terimakasih membantu,2,terimakasih bantu
recomended,5,0.0,0.0,Positive,1,recomended,1,recomended
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
respon cepat dan baik,5,0.0,0.0,Positive,4,respon cepat,2,respon cepat
respon bales chat mohon ditingkatkan,3,0.0,0.0,Neutral,5,respon bales chat mohon ditingkatkan,5,respon bales chat mohon tingkat
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
sangat baik dan membantu,5,0.0,0.0,Positive,4,membantu,1,bantu
baik,5,0.0,0.0,Positive,1,,0,
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
sangat membantu saya..terima kasih dokter.,5,0.0,0.0,Positive,8,membantu sayaterima kasih dokter,4,bantu sayaterima kasih dokter
cepat respon,5,0.0,0.0,Positive,2,cepat respon,2,cepat respon
sangat membantu sekali lebih bagus kalau ada banyak kesempatan pertanyaan gratis kepada dokter karna banyak masyarakat yang kurang mampu dapat terbantu sekali,5,0.0,0.0,Positive,22,membantu bagus kesempatan gratis dokter karna masyarakat terbantu,8,bantu bagus sempat gratis dokter karna masyarakat bantu
aplikasi ap nih.. kok diam2 g ada info tiba2 mencuri saldo.. hati2 dngan aplikasi nih...kembalikan dana saya segera.. dan jngan pernh mencuri saldo saya lg..,1,0.0,0.0,Negative,31,aplikasi ap nih diam2 g info tiba2 mencuri saldo hati2 dngan aplikasi nihkembalikan dana jngan pernh mencuri saldo lg,19,aplikasi ap nih diam2 g info tiba2 curi saldo hati2 dngan aplikasi nihkembalikan dana jngan pernh curi saldo lg
bermanfaat,5,0.0,0.0,Positive,1,bermanfaat,1,manfaat
sangat membantu sekali,5,0.0,0.0,Positive,3,membantu,1,bantu
"saya belum juga make udah main potong saldo aja, salesnya bilang mau konfirmasi via whatsapp tapi sampe sekarang gak ada. minta berhenti prosesnya lama.",1,0.16666666666666666,0.3333333333333333,Negative,27,make udah main potong saldo salesnya bilang konfirmasi via whatsapp sampe gak berhenti prosesnya,14,make udah main potong saldo salesnya bilang konfirmasi via whatsapp sampe gak henti proses
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
bagus dan sangat menolong...!!!,3,0.0,0.0,Neutral,8,bagus menolong,2,bagus tolong
bermanfaat banget sekali.,5,0.0,0.0,Positive,4,bermanfaat banget,2,manfaat banget
"di ajak ngbrol baik baik gak ada tanggapan, uang saya kamu curi .. saya laporkan kalian alodokter....",1,0.0,0.0,Negative,19,ajak ngbrol gak tanggapan uang curi laporkan alodokter,8,ajak ngbrol gak tanggap uang curi lapor alodokter
cukup membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
bagus,4,0.0,0.0,Positive,1,bagus,1,bagus
toloong dong udh di non aktifkan rekening kepotong terus gimana ini tanggung jawabnya mana apa perlu harus dilaporkan ke pihak berwajib...,1,0.0,0.0,Negative,22,toloong udh non aktifkan rekening kepotong gimana tanggung dilaporkan berwajib,10,toloong udh non aktif rekening potong gimana tanggung lapor wajib
"jawaban tidak sesuai, pertanyaan diarahkan jadi jawaban sudah terprogram. jadi pertanyaan tidak dijawab langsung oleh dokter melainkan aplikasi",1,0.0,0.0,Negative,20,sesuai diarahkan terprogram langsung dokter aplikasi,6,sesuai arah program langsung dokter aplikasi
mantap deh langsung dijawab,5,0.0,0.0,Positive,4,mantap deh langsung,3,mantap deh langsung
sarannya akan saya laksanakan,5,0.0,0.0,Positive,4,sarannya laksanakan,2,saran laksana
aplikasi sangat membantu untuk konsultasi kesehatan,5,0.0,0.0,Positive,6,aplikasi membantu konsultasi kesehatan,4,aplikasi bantu konsultasi sehat
"sangat bagus dan sangat membantu, sangat mudah dipakai aplikasi nya.",5,0.0,0.0,Positive,12,bagus membantu mudah dipakai aplikasi,5,bagus bantu mudah pakai aplikasi
terimah kasih alodokter,5,0.0,0.0,Positive,3,terimah kasih alodokter,3,terimah kasih alodokter
di masa pandemi seperti ini.. dimana kami ada ketakutan klw harus ke rs.. blm lagi kadang mager di rumah. dengan adanya alodokter sangat banyak membantu. baik sekedar menanyakan informasi atau menuangkan uneg2 karena kekhawatiran sebagai seorang bunda...,5,0.0,0.0,Positive,42,pandemi dimana ketakutan klw rs blm kadang mager rumah alodokter membantu sekedar informasi menuangkan uneg2 kekhawatiran bunda,17,pandemi mana takut klw rs blm kadang mager rumah alodokter bantu dar informasi tuang uneg2 khawatir bunda
bagus lasung dijawab!!,5,0.0,0.0,Positive,5,bagus lasung,2,bagus lasung
"sangat"" membantu sekali",5,0.0,0.0,Positive,4,membantu,1,bantu
puas berkonsultasi dgn dokter di sini,5,0.0,0.0,Positive,6,puas berkonsultasi dgn dokter,4,puas konsultasi dgn dokter
"terimakasih alodokter. sangat bermanfaat , konsultasi online ...",5,0.0,0.0,Positive,9,terimakasih alodokter bermanfaat konsultasi online,5,terimakasih alodokter manfaat konsultasi online
cukup membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
sangaattt membantu disikon sprti ini  trima kasih,5,0.0,0.0,Positive,7,sangaattt membantu disikon sprti trima kasih,6,sangaattt bantu disikon sprti trima kasih
saya ga make aplikasi kenapa tiba tiba ke debit ya,1,0.0,0.0,Negative,10,ga make aplikasi debit,4,ga make aplikasi debit
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
nicee,5,0.0,0.0,Positive,1,nicee,1,nicee
memang membantu. tpi cara marketingnya yg menawarkannya tidak sesuai apa yg dya ucapkan dan tidak di bicarakan bahwa dya akan debit saldo rekening kita..,1,0.0,0.0,Negative,26,membantu tpi marketingnya menawarkannya sesuai dya ucapkan bicarakan dya debit saldo rekening,12,bantu tpi marketingnya tawar sesuai dya ucap bicara dya debit saldo rekening
sangat membantu dan trimkasih,5,0.0,0.0,Positive,4,membantu trimkasih,2,bantu trimkasih
terima kasih atas bantuan dan informasi kesehatannya,5,0.0,0.0,Positive,7,terima kasih bantuan informasi kesehatannya,5,terima kasih bantu informasi sehat
ok,5,0.5,0.5,Positive,1,ok,1,ok
aplikasi ini sangat membantu,5,0.0,0.0,Positive,4,aplikasi membantu,2,aplikasi bantu
sangat baik solusix,5,0.0,0.0,Positive,3,solusix,1,solusix
cukup membantu,4,0.0,0.0,Positive,2,membantu,1,bantu
"dokter nya baik dan cepat respon meskipun gratis, trims ya dok udah bantu sy org yg gk manpu ini ",5,0.0,0.0,Positive,20,dokter cepat respon gratis trims dok udah bantu org gk manpu,11,dokter cepat respon gratis trims dok udah bantu org gk manpu
"jangan download ini,siap siap data bocor,di tlpnin terus sama yg ngaku2 cs dengan alasan dpt dana bantuan dbd 2jt dan langganan chat kesemua dokter dgn bayar 39k yang di wajibkan,dimintai no.rek,alamat rumah dan nanti katanya ada kurir yang dtg kerumah kasih berkas fc ktp dan buku tabungannya,sangat memaksa kesannya pas saya bilang gatau no.rek dan saya gamau bergabung di langganan karena saya udah un-instal aplkasinya,dan adminnya ga pernah bales coment yang bintang 1/2 why?? penjelasannya dong",1,0.0,0.0,Negative,90,download inisiap data bocordi tlpnin ngaku2 cs alasan dpt dana bantuan dbd 2jt langganan chat kesemua dokter dgn bayar 39k wajibkandimintai norekalamat rumah kurir dtg kerumah kasih berkas fc ktp buku tabungannyasangat memaksa kesannya pas bilang gatau norek gamau bergabung langganan udah uninstal aplkasinyadan adminnya ga bales coment bintang 12 why penjelasannya,52,download inisiap data bocordi tlpnin ngaku2 cs alas dpt dana bantu dbd 2jt langgan chat semua dokter dgn bayar 39k wajibkandimintai norekalamat rumah kurir dtg rumah kasih berkas fc ktp buku tabungannyasangat paksa kesan pas bilang gatau norek gamau gabung langgan udah uninstal aplkasinyadan adminnya ga bales coment bintang 12 why jelas
memuaskan,5,0.0,0.0,Positive,1,memuaskan,1,muas
dokter nya ramah,5,0.0,0.0,Positive,3,dokter ramah,2,dokter ramah
kerennnn,5,0.0,0.0,Positive,1,kerennnn,1,kerennnn
"ok,",3,0.5,0.5,Neutral,2,ok,1,ok
alhmdulillah bermanfaat dan sgt mmbantu terhadap keluhan penyakit kami.,3,0.0,0.0,Neutral,10,alhmdulillah bermanfaat sgt mmbantu keluhan penyakit,6,alhmdulillah manfaat sgt mmbantu keluh sakit
terima kasih,5,0.0,0.0,Positive,2,terima kasih,2,terima kasih
sangat membantu,1,0.0,0.0,Negative,2,membantu,1,bantu
dok..ibu saya sakit didada dan pusing disekitar. keningnya tensi darah nya cukup tinggi 166/78..dari hasil pemeriksaan dokter ..ibu saya terkena penyempitan jantung..ibu saya biasa minum obat darah tingginya amlodipin..tetapi kmrin dikasih dokter obat darah tingginya bukan amlodipin..skrg ibu saya masih pusing dan obat blm berpengaruh kpd ibu..saya.. bisakah saya berikan obat darah tinggi yg biasa ibu saya minum...dok...trimakasih,2,0.0,0.0,Negative,77,dokibu sakit didada pusing disekitar keningnya tensi darah 16678dari hasil pemeriksaan dokter terkena penyempitan jantungibu minum obat darah tingginya amlodipintetapi kmrin dikasih dokter obat darah tingginya amlodipinskrg pusing obat blm berpengaruh kpd ibusaya obat darah minumdoktrimakasih,36,dokibu sakit dada pusing sekitar kening tensi darah 16678dari hasil periksa dokter kena sempit jantungibu minum obat darah tinggi amlodipintetapi kmrin kasih dokter obat darah tinggi amlodipinskrg pusing obat blm pengaruh kpd ibusaya obat darah minumdoktrimakasih
"chat dengan dokter umum pelayanan nya baik, cepat dan mudah dipahami",5,0.0,0.0,Positive,12,chat dokter pelayanan cepat mudah dipahami,6,chat dokter layan cepat mudah paham
bener-bener terbantu,5,0.0,0.0,Positive,2,benerbener terbantu,2,benerbener bantu
aduh gimana ini saya ngerasa ketipu ni niat nya nolongin marketing buat download aplikasi alodocter buat target mereka.bilang nya kalau kita log in dan bertanya sama dokter baru ke potong 39 ribu...ini log in engga nanya ke dokter ngga..tiap bulan ke potong otomatis..ngerasa di rugikan ini..cara berhenti berlangganan nya gimana ini....buat marketingny kalian kerjja ga berkah dah tipu banyak orang..aslinya saya ga ridho..,1,0.0,0.0,Negative,76,aduh gimana ngerasa ketipu ni niat nolongin marketing download aplikasi alodocter target merekabilang log in dokter potong 39 ribuini log in engga nanya dokter nggatiap potong otomatisngerasa rugikan inicara berhenti berlangganan gimana inibuat marketingny kerjja ga berkah dah tipu orangaslinya ga ridho,42,aduh gimana ngerasa tipu ni niat nolongin marketing download aplikasi alodocter target merekabilang log in dokter potong 39 ribuini log in engga nanya dokter nggatiap potong otomatisngerasa rugi inicara henti langgan gimana inibuat marketingny kerjja ga berkah dah tipu orangaslinya ga ridho
trima kasih dokter.. sgt membantu ,5,0.0,0.0,Positive,6,trima kasih dokter sgt membantu,5,trima kasih dokter sgt bantu
gooood,5,0.0,0.0,Positive,1,gooood,1,gooood
terima kasih sangat membantu sekali aplikasi ini...,5,0.0,0.0,Positive,8,terima kasih membantu aplikasi,4,terima kasih bantu aplikasi
terbantu dengan alodokter,5,0.0,0.0,Positive,3,terbantu alodokter,2,bantu alodokter
sangat membntu,5,0.0,0.0,Positive,2,membntu,1,membntu
luar biasa dokternya baik dan bijaksana,5,0.0,0.0,Positive,6,dokternya bijaksana,2,dokter bijaksana
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
omongan sales dan tidak sesuai dengan kenyataannya katanya gak dipotong apa apa masa tautaunya berlangganan niat ngebantu loh karena susah cari data tau-taunya malah kepotong tiap bulan seperti ini,1,0.0,0.0,Negative,29,omongan sales sesuai kenyataannya gak dipotong tautaunya berlangganan niat ngebantu loh susah cari data tautaunya kepotong,16,omong sales sesuai nyata gak potong tautaunya langgan niat ngebantu loh susah cari data tautaunya potong
sangat bermanfaat sekali,5,0.0,0.0,Positive,3,bermanfaat,1,manfaat
"respon dokter cepat, dan penjelasannya mudah di pahami.",4,0.0,0.0,Positive,10,respon dokter cepat penjelasannya mudah pahami,6,respon dokter cepat jelas mudah paham
alhamdulilah langsung di respon sama dokternya dan sangat membantu...,5,0.0,0.0,Positive,10,alhamdulilah langsung respon dokternya membantu,5,alhamdulilah langsung respon dokter bantu
"dok mau tanya apakah boleh dikonsumsi mpasi yang lupa naruh dikulkas setelah bikin,kurang lebih diluar ruangan 7jam baru ingat,apakah masih bisa diberikan pada anak kita",5,0.0,0.0,Positive,29,dok dikonsumsi mpasi lupa naruh dikulkas bikinkurang diluar ruangan 7jam ingatapakah anak,12,dok konsumsi mpasi lupa naruh kulkas bikinkurang luar ruang 7jam ingatapakah anak
membantu bgt,5,0.0,0.0,Positive,2,membantu bgt,2,bantu bgt
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
selalu ngambang jawabnya beda ma aplikasi sebelah tuh lngsung d resepin obatnya,2,0.0,0.0,Negative,12,ngambang beda ma aplikasi sebelah tuh lngsung d resepin obatnya,10,ngambang beda ma aplikasi belah tuh lngsung d resepin obat
dokter ny ramah,5,0.0,0.0,Positive,3,dokter ny ramah,3,dokter ny ramah
the best one,5,1.0,0.3,Positive,3,the best one,3,the best one
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
ramah juga jawaban cepat,5,0.0,0.0,Positive,4,ramah cepat,2,ramah cepat
apk nya bagus bgt,5,0.0,0.0,Positive,4,apk bagus bgt,3,apk bagus bgt
oke,5,0.0,0.0,Positive,1,oke,1,oke
mantap,5,0.0,0.0,Positive,1,mantap,1,mantap
"kecewa pelayanan cs kurang baik menodong pengguna untuk mendaftar langganan alodokter dengan paksa, dan buruk nya tidak memberi tau bahwasanya nomer rekening saya yang di data uang nya diambil tanpa pemberitahuan!",1,0.0,0.0,Negative,33,kecewa pelayanan cs menodong pengguna mendaftar langganan alodokter paksa buruk tau nomer rekening data uang diambil pemberitahuan,17,kecewa layan cs todong guna daftar langgan alodokter paksa buruk tau nomer rekening data uang ambil pemberitahuan
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
terima kasih sudah membantu,4,0.0,0.0,Positive,4,terima kasih membantu,3,terima kasih bantu
aplikasi abal abal apalagi salesnya tukang tipu najis bilang gratis 1 bulan tau tau nya udh autodebet aja aplikasi sampah,1,0.0,0.0,Negative,20,aplikasi abal abal salesnya tukang tipu najis bilang gratis 1 tau tau udh autodebet aplikasi sampah,16,aplikasi abal abal salesnya tukang tipu najis bilang gratis 1 tau tau udh autodebet aplikasi sampah
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
serasa maksa bgt ..saat meminta no rekening ...,1,0.0,0.0,Negative,9,serasa maksa bgt no rekening,5,serasa maksa bgt no rekening
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
respon atas pertanyaan cepat,4,0.0,0.0,Positive,4,respon cepat,2,respon cepat
kamu tau kenapa saya rating bintang 2? karena kamu ga ada dua nya xixixi,2,0.0,0.0,Negative,15,tau rating bintang 2 ga xixixi,6,tau rating bintang 2 ga xixixi
sempurna,5,0.0,0.0,Positive,1,sempurna,1,sempurna
sangat baik,5,0.0,0.0,Positive,2,,0,
aslmkm. dok punggung saya tersiram racun rumput jenis rundap sudah satu tahun sekarag saya merasakan punggung saya terasa sakit ngilu dan terasa keram mohon solosinya dokter,1,0.0,0.0,Negative,27,aslmkm dok punggung tersiram racun rumput jenis rundap sekarag merasakan punggung sakit ngilu keram mohon solosinya dokter,17,aslmkm dok punggung siram racun rumput jenis rundap sekarag rasa punggung sakit ngilu keram mohon solosinya dokter
"mantapp, langsung bintang ",5,0.0,0.0,Positive,4,mantapp langsung bintang,3,mantapp langsung bintang
sangat bagus dan membantu,5,0.0,0.0,Positive,4,bagus membantu,2,bagus bantu
saya belum selesai konsultasi tapi sdh diputus bgmna ini selanjutnya ?????,3,0.0,0.0,Neutral,15,selesai konsultasi sdh diputus bgmna,5,selesai konsultasi sdh putus bgmna
terima kasih sdh bisa membantu saya dan keluarga terima kasih alodokter,5,0.0,0.0,Positive,11,terima kasih sdh membantu keluarga terima kasih alodokter,8,terima kasih sdh bantu keluarga terima kasih alodokter
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
membantu sekali...,5,0.0,0.0,Positive,3,membantu,1,bantu
"saya dapat telpon dari alodokter menawarkan asuransi dbd sebesar 2 jt.. penelpon meminta data2 saya dan no rekening saya.. penelpon bilang nanti ada email masuk untuk meng klaim 2 jt tersebut apabila saya atau keluarga terkena dbd bisa digunakan.. akhir pembicaraan saya disuruh bilang setuju dengan lantang,. saya tunggu tidak ada email yg masuk,. kalo ini benar2 penipuan semoga alloh membalas perbuatan mereka ",5,0.0,0.0,Positive,70,telpon alodokter menawarkan asuransi dbd 2 jt penelpon data2 no rekening penelpon bilang email masuk meng klaim 2 jt keluarga terkena dbd pembicaraan disuruh bilang setuju lantang tunggu email masuk kalo benar2 penipuan semoga alloh membalas perbuatan,37,telpon alodokter tawar asuransi dbd 2 jt telpon data2 no rekening telpon bilang email masuk meng klaim 2 jt keluarga kena dbd bicara suruh bilang tuju lantang tunggu email masuk kalo benar2 tipu moga alloh balas buat
sangat memuas kan,5,0.0,0.0,Positive,3,memuas,1,muas
saya puas dengan penjelasan dari dokter,5,0.0,0.0,Positive,6,puas penjelasan dokter,3,puas jelas dokter
uang aku ditarik dari rekening sumpah sedih banget padahal aku lagi ngumpulin uang mati matian,1,0.0,0.0,Negative,15,uang ditarik rekening sumpah sedih banget ngumpulin uang mati matian,10,uang tarik rekening sumpah sedih banget ngumpulin uang mati mati
mkasih dok,4,0.0,0.0,Positive,2,mkasih dok,2,mkasih dok
"ada indikasi kebocoran data pengguna aplikasi ini, saya ditelepon 2 kali dalam rentang 2 bulan, kenapa saya bilang ada indikasi bocor? , penipu mengetahui email nama dan tanggal lahir saya, saya pikir jika data pengguna aplikasi ini bocor seharusnya pihak developer aplikasi ini bertanggung jawab atas hal ini karena ini sudah masuk tindak pidana kriminal.",1,0.0,0.0,Negative,60,indikasi kebocoran data pengguna aplikasi ditelepon 2 kali rentang 2 bilang indikasi bocor penipu email nama tanggal lahir pikir data pengguna aplikasi bocor developer aplikasi bertanggung masuk tindak pidana kriminal,30,indikasi bocor data guna aplikasi telepon 2 kali rentang 2 bilang indikasi bocor tipu email nama tanggal lahir pikir data guna aplikasi bocor developer aplikasi tanggung masuk tindak pidana kriminal
ini apk nya membantu banget terima kasih semua infonya,5,0.0,0.0,Positive,9,apk membantu banget terima kasih infonya,6,apk bantu banget terima kasih info
dokternya ramah..,5,0.0,0.0,Positive,3,dokternya ramah,2,dokter ramah
alhamdulillah,5,0.0,0.0,Positive,1,alhamdulillah,1,alhamdulillah
alodokter aplikasi kesehatan mudah2an cocok buat kami,5,0.0,0.0,Positive,7,alodokter aplikasi kesehatan mudah2an cocok,5,alodokter aplikasi sehat mudah2an cocok
jangan mau pake apk ini sales sales gblk nyedotin saldo,1,0.0,0.0,Negative,10,pake apk sales sales gblk nyedotin saldo,7,pake apk sales sales gblk nyedotin saldo
pelayanan sangat baik,5,0.0,0.0,Positive,3,pelayanan,1,layan
membantu,5,0.0,0.0,Positive,1,membantu,1,bantu
best,5,1.0,0.3,Positive,1,best,1,best
makasih saran nya,5,0.0,0.0,Positive,3,makasih saran,2,makasih saran
