content,score,sentiment_label,sentiment_rating,wordCount,review_without_stopwords,wordCount_after_stopwords,review_stem_without_stopwords
"aplikasi nggak guna udah bayar mlhan nggak ada balesan tiba"" transaksi habis! sangat"" kecewa!!!",1,negative,negative,20,aplikasi nggak bayar mlhan nggak balesan transaksi habis kecewa,9,aplikasi nggak bayar mlhan nggak balesan transaksi habis kecewa
terima kasih,5,neutral,positive,2,terima kasih,2,terima kasih
"saya kasih bintang 2. sya chat di dokter pertama respon nya lama, padahal saya sudah bayar cuman ada tanya jawab tidak ada konsul sama sekali, langsung sesi chat berakhir. untung saya chat di dokter ke 2 respon nya cepat tolong di perbaiki lagi.",2,negative,negative,47,kasih bintang 2 sya chat dokter respon bayar cuman konsul langsung sesi chat untung chat dokter 2 respon cepat tolong perbaiki,21,kasih bintang 2 sya chat dokter respon bayar cuman konsul langsung sesi chat untung chat dokter 2 respon cepat tolong baik
bagus,5,neutral,positive,1,bagus,1,bagus
aplikasi yang lumayan membantu,5,neutral,positive,4,aplikasi lumayan membantu,3,aplikasi lumayan bantu
bapak kau gratis,1,positive,negative,3,kau gratis,2,kau gratis
sangat membantu dalam mengontrol kesehatan kita,5,positive,positive,6,membantu mengontrol kesehatan,3,bantu kontrol sehat
ok,5,neutral,positive,1,ok,1,ok
"saya kasi bintang 2 dulu soalnya tidak bisa login walaupun sudah dicoba berkali""",2,neutral,negative,14,kasi bintang 2 login dicoba berkali,6,kasi bintang 2 login coba kali
di hub lewat wa dlu baru trrhubung ya guysss,5,neutral,positive,9,hub wa dlu trrhubung guysss,5,hub wa dlu trrhubung guysss
"aplikasi yang membantu, dokternya bagus, dn juga sllu memberikan sangat detail, dn juga terjangkau harganya 45k",5,neutral,positive,19,aplikasi membantu dokternya bagus dn sllu detail dn terjangkau harganya 45k,11,aplikasi bantu dokter bagus dn sllu detail dn jangkau harga 45k
"udah ngisi link mau berobat isoman tapi ga ada konfirmasi lagi udah 24jam, akhirnya pindah ke layanan telemedisin tetangga laebih cepat satset kerjanya.",2,neutral,negative,25,ngisi link berobat isoman konfirmasi 24jam pindah layanan telemedisin tetangga laebih cepat satset kerjanya,14,ngisi link obat isoman konfirmasi 24jam pindah layan telemedisin tetangga laebih cepat satset kerja
sangat membntu,5,positive,positive,2,membntu,1,membntu
dokternya asik,5,neutral,positive,2,dokternya asik,2,dokter asik
"aplikasi tidak berguna, chat dokter gagal terus tapi dianggap sudah selesai dan dikenai biaya",1,neutral,negative,15,aplikasi berguna chat dokter gagal dianggap selesai dikenai biaya,9,aplikasi guna chat dokter gagal anggap selesai kena biaya
silahkan tunggu 1 menit untuk menunggu dokter menjawab. nunggu sampe 1 jam lebih kaga ada balesan². kita bayar woy mau konsultasi tu ga gratis!!! sangat tidak rekomend!!!,1,positive,negative,35,silahkan tunggu 1 menit menunggu dokter nunggu sampe 1 jam kaga balesan² bayar woy konsultasi tu gratis rekomend,18,silah tunggu 1 menit tunggu dokter nunggu sampe 1 jam kaga balesan bayar woy konsultasi tu gratis rekomend
respon cepat top,5,negative,positive,3,respon cepat top,3,respon cepat top
aku mau beli obat itu,5,positive,positive,5,beli obat,2,beli obat
kurang bagus dalam pengembalian uang saat membeli suatu product dari alodokter dan di batalkan oleh alodokter nya sendiri tapi gada saldo yg di kembalikan malah lama banget,2,positive,negative,27,bagus pengembalian uang membeli product alodokter batalkan alodokter gada saldo kembalikan,11,bagus kembali uang beli product alodokter batal alodokter gada saldo kembali
"bayar y blm bisa pakai dana,",5,neutral,positive,7,bayar y blm pakai dana,5,bayar y blm pakai dana
cocok obatnya dan waktu lebih efisien bisa chat langsung sama dokter yg kompeten,5,neutral,positive,13,cocok obatnya efisien chat langsung dokter kompeten,7,cocok obat efisien chat langsung dokter kompeten
ditangain dr.riki nofiandi alhamdulillah penjelasannya dapat dipahami dan sangat membantu. sukses selalu,5,neutral,positive,13,ditangain drriki nofiandi alhamdulillah penjelasannya dipahami membantu sukses,8,ditangain drriki nofiandi alhamdulillah jelas paham bantu sukses
sangat membantu,5,negative,positive,2,membantu,1,bantu
cepat dan tepat saat merespin,5,negative,positive,5,cepat merespin,2,cepat merespin
"makasih, sangat membantu sekali",5,negative,positive,5,makasih membantu,2,makasih bantu
saangat membantu,5,neutral,positive,2,saangat membantu,2,saangat bantu
bagus sangat membantu,5,neutral,positive,3,bagus membantu,2,bagus bantu
"baru pakai lagi, semoga ke depannya lebih baik.",4,neutral,positive,10,pakai semoga depannya,3,pakai moga depan
terima kasih sudah membantu,5,neutral,positive,4,terima kasih membantu,3,terima kasih bantu
sangat membantu,5,negative,positive,2,membantu,1,bantu
"hati hati dengan aplikasi ini, setelah konsultasi, terbitkan resep, resep dibayar, pesanan tidak dikirim.",1,positive,negative,19,hati hati aplikasi konsultasi terbitkan resep resep dibayar pesanan dikirim,10,hati hati aplikasi konsultasi terbit resep resep bayar pesan kirim
chat bales lama dan tiba tiba sesi di tutup kecewa,1,negative,negative,10,chat bales sesi tutup kecewa,5,chat bales sesi tutup kecewa
sangat puas,5,neutral,positive,2,puas,1,puas
sangat profesional,5,positive,positive,2,profesional,1,profesional
"smoga kedepan minimal bisa sebaik bpjs, kalau bisa sebaik asuransi yg lain",2,neutral,negative,13,smoga kedepan minimal bpjs asuransi,5,smoga depan minimal bpjs asuransi
"fast respon, baik semua dokter2nya. sdh 3 kali k sini",5,neutral,positive,12,fast respon dokter2nya sdh 3 kali k,7,fast respon dokter2nya sdh 3 kali k
"okee banget, dibutuhkan saat kita panik dan cemas sebelum dateng ke fasilitas kesehatan. dokternya juga oke oke",4,positive,positive,19,okee dibutuhkan panik cemas dateng fasilitas kesehatan dokternya oke oke,10,okee butuh panik cemas dateng fasilitas sehat dokter oke oke
"bintang 1 dulu,kalo bagus tak tambahin",1,neutral,negative,8,bintang 1 dulukalo bagus tambahin,5,bintang 1 dulukalo bagus tambahin
tidak akan install lgi,1,negative,negative,4,install lgi,2,install lgi
sangat bagus,5,negative,positive,2,bagus,1,bagus
scam,1,neutral,negative,1,scam,1,scam
aku kasih bintang 2 dulu. soalnya lg belajar mengenal aplikasi alodokter,2,neutral,negative,12,kasih bintang 2 lg belajar mengenal aplikasi alodokter,8,kasih bintang 2 lg ajar kenal aplikasi alodokter
"parah saya chat dokter, ga dijawab. udah bayar 45ribu. malah yg balas operator nya. karena dokter tidak menanggapi, maka chat anda telah ditutup. balikin saldo gopay nya woooy.",1,negative,negative,35,parah chat dokter bayar 45ribu balas operator dokter menanggapi chat ditutup balikin saldo gopay woooy,15,parah chat dokter bayar 45ribu balas operator dokter tanggap chat tutup balikin saldo gopay woooy
sangat membantu sekali,5,negative,positive,3,membantu,1,bantu
sangat membantu,5,negative,positive,2,membantu,1,bantu
bgstt anj,1,neutral,negative,2,bgstt anj,2,bgstt anj
aplikasi bagus membantu penderita lebih percaya diri dan bisa mencari solusi,5,negative,positive,11,aplikasi bagus membantu penderita percaya mencari solusi,7,aplikasi bagus bantu derita percaya cari solusi
udh bayar kenapa ga bisa chat dokternya ????? penipuuuu gua udh bayar tapi ga bisa konsultasiii...,1,positive,negative,21,udh bayar chat dokternya penipuuuu gua udh bayar konsultasiii,9,udh bayar chat dokter penipuuuu gua udh bayar konsultasiii
good,5,neutral,positive,1,good,1,good
"sudah berharap mau tanya buat luka bakar di badan kena air panas, mau chat dokter ternyata bayar",3,positive,neutral,18,berharap luka bakar badan kena air panas chat dokter bayar,10,harap luka bakar badan kena air panas chat dokter bayar
gak ada solusinya dan,2,negative,negative,4,solusinya,1,solusi
istri saya marah marah karna ngidam serabinya tidak terpenuhi,5,neutral,positive,9,istri marah marah karna ngidam serabinya terpenuhi,7,istri marah marah karna ngidam serabi penuh
puas sekali,5,negative,positive,2,puas,1,puas
membantu untuk pertolongan pertama,5,neutral,positive,4,membantu pertolongan,2,bantu tolong
sgt membantu,5,neutral,positive,2,sgt membantu,2,sgt bantu
tingkatkan lagi informasi nya,5,negative,positive,4,tingkatkan informasi,2,tingkat informasi
aplikasi penipu sudah bayar tapi obatnya ga sampai!!!!,1,negative,negative,12,aplikasi penipu bayar obatnya,4,aplikasi tipu bayar obat
kenapa tidak bisa membayar dengan dana.,1,neutral,negative,7,membayar dana,2,bayar dana
sngat mmbntu jika sakit dan tdk bsa lgs ke dokter,5,negative,positive,10,sngat mmbntu sakit tdk bsa lgs dokter,7,sngat mmbntu sakit tdk bsa lgs dokter
makasih dok,5,neutral,positive,2,makasih,1,makasih
respon dokter sangat baik,5,negative,positive,4,respon dokter,2,respon dokter
"sy puas skali konsultasi dgn dokter tht apk ini ternyata bagus jooz kok,",5,neutral,positive,14,sy puas skali konsultasi dgn dokter tht apk bagus jooz,10,sy puas skali konsultasi dgn dokter tht apk bagus jooz
aplikasi babi ujung-ujungnya duit dulu bisa pesan gratis sekarang harus bayar bikin susah orang mau konsultasi mau sehat aja ribet,1,neutral,negative,20,aplikasi babi ujungujungnya duit pesan gratis bayar bikin susah orang konsultasi sehat ribet,13,aplikasi babi ujungujungnya duit pesan gratis bayar bikin susah orang konsultasi sehat ribet
memuaskan,5,negative,positive,1,memuaskan,1,muas
sangat mudah memahami info tetng dunia medis,5,positive,positive,7,mudah memahami info tetng dunia medis,6,mudah paham info tetng dunia medis
good,5,neutral,positive,1,good,1,good
sangat baik pelayanan dokter,5,positive,positive,4,pelayanan dokter,2,layan dokter
sangat membantu sekali,5,negative,positive,3,membantu,1,bantu
alhamdulillah dengan adanya aplikasi alodokter sangatlah membantu. apalagi kalau anak sakit ditengah malam atau disaat hari libur dokter tutup,5,neutral,positive,20,alhamdulillah aplikasi alodokter membantu anak sakit ditengah malam disaat libur dokter tutup,12,alhamdulillah aplikasi alodokter bantu anak sakit tengah malam saat libur dokter tutup
terbantu,5,positive,positive,1,terbantu,1,bantu
sangat membantu sekali ketika kita mau cari solusinya cepat,5,positive,positive,9,membantu cari solusinya cepat,4,bantu cari solusi cepat
ya smg dokter nya proposional,5,negative,positive,5,smg dokter proposional,3,smg dokter proposional
"bagus banggettt dan bener bener ngatasi masalah dengan baikk, terimakasih",5,positive,positive,11,bagus banggettt bener bener ngatasi baikk terimakasih,7,bagus banggettt bener bener ngatasi baikk terimakasih
aplikasi gc bener,1,negative,negative,3,aplikasi gc bener,3,aplikasi gc bener
"mantap,memudahkan",5,negative,positive,3,mantapmemudahkan,1,mantapmemudahkan
sangat membantu sekali,5,negative,positive,3,membantu,1,bantu
sangat membantu,5,negative,positive,2,membantu,1,bantu
puas sekali,5,negative,positive,2,puas,1,puas
bagus,5,neutral,positive,1,bagus,1,bagus
dokternya telaten sekali betul di diagnosis. chat lama pun tetap di respon,5,neutral,positive,13,dokternya telaten diagnosis chat respon,5,dokter telaten diagnosis chat respon
bug terus tiap mau buka aplikasi loading lama!,2,negative,negative,9,bug buka aplikasi loading,4,bug buka aplikasi loading
alhamdulilllah sangat membantu,5,neutral,positive,3,alhamdulilllah membantu,2,alhamdulilllah bantu
sangat memudahkan. tidak perlu antri ke rumah sakit.,5,positive,positive,10,memudahkan antri rumah sakit,4,mudah antri rumah sakit
love,5,neutral,positive,1,love,1,love
dokternya ramah dan bisa membahas masalah secara detail.. aplikasi nya bagus bisa tebus obat tanpa ke apotik,5,negative,positive,18,dokternya ramah membahas detail aplikasi bagus tebus obat apotik,9,dokter ramah bahas detail aplikasi bagus tebus obat apotik
mantap respon dokter nya juga cepat. saya konsultasi dengan dokter hamdanah pelayanan cepat respon tidak lama. semoga kucing saya membaik,5,neutral,positive,22,mantap respon dokter cepat konsultasi dokter hamdanah pelayanan cepat respon semoga kucing membaik,13,mantap respon dokter cepat konsultasi dokter hamdanah layan cepat respon moga kucing baik
cukup bagus,5,negative,positive,2,bagus,1,bagus
bagus,5,neutral,positive,1,bagus,1,bagus
konsultasi sp.kj,4,positive,positive,2,konsultasi spkj,2,konsultasi spkj
lama sekali respon untuk membuat janji temu!,1,neutral,negative,8,respon janji temu,3,respon janji temu
sangat bagus dan membantu,5,negative,positive,4,bagus membantu,2,bagus bantu
cepat tanggap dan informatif tolong dong aladokter adain fitur telpon sy klo ngetik suka bingung nyusun kata² lebih enak ngomong langsung,5,negative,positive,21,cepat tanggap informatif tolong aladokter adain fitur telpon sy klo ngetik suka bingung nyusun kata² enak ngomong langsung,18,cepat tanggap informatif tolong aladokter adain fitur telpon sy klo ngetik suka bingung nyusun kata enak ngomong langsung
membantu untuk cari obat,5,negative,positive,4,membantu cari obat,3,bantu cari obat
the best berasa punya dokter pribadi .,5,neutral,positive,7,the best berasa dokter pribadi,5,the best asa dokter pribadi
hai dokter,5,negative,positive,2,hai dokter,2,hai dokter
sangat membantu..,5,neutral,positive,3,membantu,1,bantu
sangat membantu,5,negative,positive,2,membantu,1,bantu
ini gimna sih ... gua chat dokter umum.. udah chat2 dsuruh kirim foto... tapi gk bisa.. percakapan nya satu arah doank.. gua gk bisa balas chatnya.. kirim foto nya juga gk bisa.. tiba2 di tutup karna gua gk jawab2.. gimna mau jawab kalau percakapan nya satu arah...,3,positive,neutral,55,gimna sih gua chat dokter chat2 dsuruh kirim foto gk percakapan arah doank gua gk balas chatnya kirim foto gk tiba2 tutup karna gua gk jawab2 gimna percakapan arah,29,gimna sih gua chat dokter chat2 dsuruh kirim foto gk cakap arah doank gua gk balas chatnya kirim foto gk tiba2 tutup karna gua gk jawab2 gimna cakap arah
saya coba dulu kalu bagus dokter y kasih bintang 5,3,positive,neutral,10,coba kalu bagus dokter y kasih bintang 5,8,coba kalu bagus dokter y kasih bintang 5
jalanin dulu,3,negative,neutral,2,jalanin,1,jalanin
bermanfaat dan praktis,4,positive,positive,3,bermanfaat praktis,2,manfaat praktis
sangat membatu saya,5,positive,positive,3,membatu,1,batu
"aplikasi yang sangat membantu untuk memecahkan masalah kesehatan dan mendapati informasi yang actual..terimakasih alodokter, jaya selalu",5,positive,positive,19,aplikasi membantu memecahkan kesehatan mendapati informasi actualterimakasih alodokter jaya,9,aplikasi bantu pecah sehat dapat informasi actualterimakasih alodokter jaya
semoga bermanfaat saja dok.,5,neutral,positive,5,semoga bermanfaat,2,moga manfaat
udah bayar tapi gaada respon dari dokter balikib duit saya udah 2x gini mulu,1,neutral,negative,14,bayar gaada respon dokter balikib duit 2x gini mulu,9,bayar gaada respon dokter balikib duit 2x gin mulu
"respon cepat , dokter baik semoga obat nya cocok sesuai yang saya alami..",5,neutral,positive,14,respon cepat dokter semoga obat cocok sesuai alami,8,respon cepat dokter moga obat cocok sesuai alami
cukup membantu untuk mendapatkan informasi medis,5,negative,positive,6,membantu informasi medis,3,bantu informasi medis
"setelah 3 th tidak konsultasi, dan baru mulai konsultasi dgn dr. pribadi by chat, dr. ybs sangat bertele2 dan kurang informatif bahkan ada indikasi yang tidak baik trhdp saya tentang bagaimana saya mendapatkan obat2 yg saya konsumsi. namanya orang sakit pasti berobat ke dr. apalagi penyakitnya berurusan dengan organ dalam. tolong lebih selektif lg dalam komposisi dr. pribadi yg direkomendasikan untuk chat pribadi dengan pasien.",1,positive,negative,70,3 th konsultasi konsultasi dgn pribadi by chat ybs bertele2 informatif indikasi trhdp obat2 konsumsi namanya orang sakit berobat penyakitnya berurusan organ tolong selektif lg komposisi pribadi direkomendasikan chat pribadi pasien,31,3 th konsultasi konsultasi dgn pribadi by chat ybs bertele2 informatif indikasi trhdp obat2 konsumsi nama orang sakit obat sakit urus organ tolong selektif lg komposisi pribadi rekomendasi chat pribadi pasien
cukup membantu,5,negative,positive,2,membantu,1,bantu
bagus,5,neutral,positive,1,bagus,1,bagus
"bkn alo dok ini alo komputer,karena kerja dengan sistem komputer",1,positive,negative,12,bkn alo alo komputerkarena kerja sistem komputer,7,bkn alo alo komputerkarena kerja sistem komputer
info kesehatan yang bagus,5,neutral,positive,4,info kesehatan bagus,3,info sehat bagus
ga repot lg ke dokter dan antri cukup dari rumah saja konsultasi di kasih resep deh,5,negative,positive,16,repot lg dokter antri rumah konsultasi kasih resep deh,9,repot lg dokter antri rumah konsultasi kasih resep deh
bagus,5,neutral,positive,1,bagus,1,bagus
kalo mau pesan obat dlm keadaan darurat jngn dsni deh. apotek yg dipilihin gak 24 jam. jdix lama banget .superrr duperrr bad,1,positive,negative,24,kalo pesan obat dlm darurat jngn dsni deh apotek dipilihin 24 jam jdix superrr duperrr bad,16,kalo pesan obat dlm darurat jngn dsni deh apotek dipilihin 24 jam jdix superrr duperrr bad
"yes, i'll try to consult later if i have any complaints",5,negative,positive,13,yes ill try to consult later if i have any complaints,11,yes ill try to consult later if i have any complaints
sangat berguna dan bermutu demi menjaga kesehatan tubuh,5,neutral,positive,8,berguna bermutu menjaga kesehatan tubuh,5,guna mutu jaga sehat tubuh
trimakasi banyak aplikasi alodokter... sangat2 membantu,5,neutral,positive,7,trimakasi aplikasi alodokter sangat2 membantu,5,trimakasi aplikasi alodokter sangat2 bantu
sangat membantu sekali,5,negative,positive,3,membantu,1,bantu
membantu sekali,5,negative,positive,2,membantu,1,bantu
good,5,neutral,positive,1,good,1,good
sya kasih bintang 3 dulu,3,neutral,neutral,5,sya kasih bintang 3,4,sya kasih bintang 3
"sebaiknya tanya jawab sampai tuntas, ga dibatasi.",5,neutral,positive,9,tuntas dibatasi,2,tuntas batas
bagus,5,neutral,positive,1,bagus,1,bagus
sakit kaki,5,neutral,positive,2,sakit kaki,2,sakit kaki
"mungkin aplikasi ini ditujukan hanya untuk orang2 berduit... mau konsultasi aja mesti bayar dulu, apalagi mau berobat. cukup berdoa aja buat orang2 tak mampu agar tidak sakit2an ",1,positive,negative,30,aplikasi orang2 berduit konsultasi mesti bayar berobat berdoa orang2 sakit2an,10,aplikasi orang2 duit konsultasi mesti bayar obat doa orang2 sakit2an
sangat membantu,5,negative,positive,2,membantu,1,bantu
bagus,5,neutral,positive,1,bagus,1,bagus
"alodokter,saya penderita diabetes.tangan saya terasa kaku sehingga sulit untuk menggengam dan terasa agak sakit.padahal saya mengkonsumsi pencair darah, vit b 12 , dan simvasvatin.kok blm juga sembuh.mksih",5,positive,positive,30,alodoktersaya penderita diabetestangan kaku sulit menggengam sakitpadahal mengkonsumsi pencair darah vit b 12 simvasvatinkok blm sembuhmksih,16,alodoktersaya derita diabetestangan kaku sulit menggengam sakitpadahal konsumsi cair darah vit b 12 simvasvatinkok blm sembuhmksih
"konsultasi nya memuaskan dokternya ramah& sabar ,penjelasannya detail responsif dg pertanyaan pasien",5,negative,positive,14,konsultasi memuaskan dokternya ramah sabar penjelasannya detail responsif dg pasien,10,konsultasi muas dokter ramah sabar jelas detail responsif dg pasien
ok,5,neutral,positive,1,ok,1,ok
tdk bisa masuk padhl udh masukin kode verifikasi dr sms,2,positive,negative,10,tdk masuk padhl udh masukin kode verifikasi sms,8,tdk masuk padhl udh masukin kode verifikasi sms
"alodokter banyak membantu tapi terakhir 2 kali chat dokter umum hampir 2 jam baru respon, mana bisa saya jaga hp selama itu, respon hanya untuk tutup chat sendiri saja",1,neutral,negative,31,alodokter membantu 2 kali chat dokter 2 jam respon jaga hp respon tutup chat,14,alodokter bantu 2 kali chat dokter 2 jam respon jaga hp respon tutup chat
segitu dulu,4,neutral,positive,2,segitu,1,segitu
sy sdh 1 tahuan biduran.sdh minim obat dari dokter tp tdk kunjung sembuh.mohon solusinya,5,neutral,positive,14,sy sdh 1 tahuan biduransdh minim obat dokter tp tdk kunjung sembuhmohon solusinya,13,sy sdh 1 tahu biduransdh minim obat dokter tp tdk kunjung sembuhmohon solusi
aplikasi yang bagus banyak tips dan informasi yang bermanfaat seputar kesehatan ,4,positive,positive,11,aplikasi bagus tips informasi bermanfaat seputar kesehatan,7,aplikasi bagus tips informasi manfaat putar sehat
terimakasih banyak smngt membantu,5,negative,positive,4,terimakasih smngt membantu,3,terimakasih smngt bantu
keren,5,negative,positive,1,keren,1,keren
bagus,5,neutral,positive,1,bagus,1,bagus
so far so good di bls nya juga cepat jawaban dr nya juga membantu,5,negative,positive,14,so far so good bls cepat membantu,7,so far so good bls cepat bantu
"saya suka aplikasinya bagus, tapi saya kasih bintang dua karena alodokter mengirim obat menggunakan ekspedisi anteraja yang kelewat lambat. mohon jangan gunakan lagi ekspedisi anterja.",2,negative,negative,28,suka aplikasinya bagus kasih bintang alodokter mengirim obat ekspedisi anteraja kelewat lambat mohon ekspedisi anterja,15,suka aplikasi bagus kasih bintang alodokter kirim obat ekspedisi anteraja lewat lambat mohon ekspedisi anterja
kagak jelas,1,negative,negative,2,kagak,1,kagak
sangat membantu,5,negative,positive,2,membantu,1,bantu
sangat membantu saya,5,positive,positive,3,membantu,1,bantu
apa boleh 1x minum 2 tableb neosep,5,neutral,positive,7,1x minum 2 tableb neosep,5,1x minum 2 tableb neosep
"saya sudah memasukan alamat email saya dengan benar. tp knp tulisannya ""mohon periksa email anda"" trus yaaa..?",1,neutral,negative,22,memasukan alamat email tp knp tulisannya mohon periksa email trus yaaa,11,pasu alamat email tp knp tulis mohon periksa email trus yaaa
jawaban dari dokternya sangat saya pahami. terimakasih,5,neutral,positive,8,dokternya pahami terimakasih,3,dokter paham terimakasih
recomended,5,neutral,positive,1,recomended,1,recomended
dokter ada yang saya mau tanya dengan penyakit dalam dokter ,5,neutral,positive,10,dokter penyakit dokter,3,dokter sakit dokter
ktanya respon cepat tapi apa setiap chat gak pernah di bles abisin duit aja apk gak guna dari tanggal 19 maret 2019 smpek skrng blm bels pas ini sengaja bayar udh chat apaan gk bles apk gak jels sumpah nyesel sya download nya,1,neutral,negative,43,ktanya respon cepat chat bles abisin duit apk tanggal 19 maret 2019 smpek skrng blm bels pas sengaja bayar udh chat gk bles apk jels sumpah nyesel sya download,29,ktanya respon cepat chat bles abisin duit apk tanggal 19 maret 2019 smpek skrng blm bels pas sengaja bayar udh chat gk bles apk jels sumpah nyesel sya download
alhamdulillah,5,neutral,positive,1,alhamdulillah,1,alhamdulillah
sangat membantu jika ada rasa kegelisahan dalam mengetahui penyakit dan obatnya,5,negative,positive,11,membantu kegelisahan penyakit obatnya,4,bantu gelisah sakit obat
membantu sekali,4,negative,positive,2,membantu,1,bantu
sangat membantu dan memudahkan pasien,5,neutral,positive,5,membantu memudahkan pasien,3,bantu mudah pasien
sangat membantu,5,negative,positive,2,membantu,1,bantu
selalu membantu kapan saja,5,neutral,positive,4,membantu,1,bantu
"sangat membantu, dan harga sangat terjangkau.",5,positive,positive,8,membantu harga terjangkau,3,bantu harga jangkau
suka,5,neutral,positive,1,suka,1,suka
"baru download, puas banget",5,neutral,positive,5,download puas,2,download puas
sangat membantu,5,negative,positive,2,membantu,1,bantu
penjelasan dari alodok ini sangat baik dan memuaskan hati,5,negative,positive,9,penjelasan alodok memuaskan hati,4,jelas alodok muas hati
terbaik sekali.,5,negative,positive,3,terbaik,1,baik
"bintang 4 dulu , karna bau coba beli obat di alodokter..",4,negative,positive,12,bintang 4 karna bau coba beli obat alodokter,8,bintang 4 karna bau coba beli obat alodokter
teman dokter pribadiku setiap saat,5,negative,positive,5,teman dokter pribadiku,3,teman dokter pribadi
"kok ngak bisa login lagi saya, udah masukin no hp tetap ngak bisa",3,neutral,neutral,14,ngak login masukin no hp ngak,6,ngak login masukin no hp ngak
seenggaknya bisa konsul sama dokter dan ga ngawang ngawang lagi dengan overthingking karna nyari tau di google,5,negative,positive,17,seenggaknya konsul dokter ngawang ngawang overthingking karna nyari tau google,10,enggak konsul dokter ngawang ngawang overthingking karna nyari tau google
saya beri bintang 5 langsung bu dokter,5,negative,positive,7,bintang 5 langsung bu dokter,5,bintang 5 langsung bu dokter
"cuma minta kode otp aja gak bisa"". klu gak segera di perbaiki mungkin akan aku uninstal...",1,positive,negative,19,kode otp klu perbaiki uninstal,5,kode otp klu baik uninstal
terima kasih atas kerja sama dong,5,neutral,positive,6,terima kasih kerja,3,terima kasih kerja
hebat,5,neutral,positive,1,hebat,1,hebat
"mudah untuk digunakan, dan sangat membantu untuk membeli obat",5,negative,positive,10,mudah membantu membeli obat,4,mudah bantu beli obat
"hampir setengah jam nunggu respon dokter sampe ketiduran, ga semua dokter sih sprti itu. tp mmg fiturnya kita gabisa tau kapan dokter akan balas. keterangannya 5 menit, tp lama banget",2,positive,negative,34,jam nunggu respon dokter sampe ketiduran dokter sih sprti tp mmg fiturnya gabisa tau dokter balas keterangannya 5 menit tp,20,jam nunggu respon dokter sampe tidur dokter sih sprti tp mmg fiturnya gabisa tau dokter balas terang 5 menit tp
respon nya sangat lambat sekali disuruh tunggu 2 menit tapi sudah 10 menit lebih belum ada respon padahal sudah bayar,2,negative,negative,20,respon lambat disuruh tunggu 2 menit 10 menit respon bayar,10,respon lambat suruh tunggu 2 menit 10 menit respon bayar
saya pesan obat diarahkan ke apotek yg sudah tutup.. ditambah tidak ada tombol untuk batalkan pesanan,1,neutral,negative,17,pesan obat diarahkan apotek tutup ditambah tombol batalkan pesanan,9,pesan obat arah apotek tutup tambah tombol batal pesan
dokter sangat cepat merespon pasien,5,positive,positive,5,dokter cepat merespon pasien,4,dokter cepat merespon pasien
sangat membantu,5,negative,positive,2,membantu,1,bantu
sangat bagus respon nya.,5,neutral,positive,5,bagus respon,2,bagus respon
bagus,5,neutral,positive,1,bagus,1,bagus
respon dokter nya oke banget,5,negative,positive,5,respon dokter oke,3,respon dokter oke
terima kasih dr. aldio rais mony di alodokter atas penjelasan yg sangat bermanfaat u/ anak saya.,5,neutral,positive,17,terima kasih aldio rais mony alodokter penjelasan bermanfaat u anak,10,terima kasih aldio rais mony alodokter jelas manfaat u anak
terima kasih dr.siti,5,neutral,positive,3,terima kasih drsiti,3,terima kasih drsiti
dokter cepat tanggap,5,neutral,positive,3,dokter cepat tanggap,3,dokter cepat tanggap
niat konsul supaya dapet resep atau rujukan pengobatan. malah disuruh dtg ke rs terdekat saja. dokter yg melayani tidak mau bertemu untuk konsultasi offline. slow respon. informasinya pun basic dan template. saya kasih bintang 2. tidak solutif.,2,negative,negative,43,niat konsul dapet resep rujukan pengobatan disuruh dtg rs terdekat dokter melayani bertemu konsultasi offline slow respon informasinya basic template kasih bintang 2 solutif,24,niat konsul dapet resep rujuk obat suruh dtg rs dekat dokter layan temu konsultasi offline slow respon informasi basic template kasih bintang 2 solutif
cepat di respon thank you doc,5,neutral,positive,6,cepat respon thank you doc,5,cepat respon thank you doc
terbantu,5,positive,positive,1,terbantu,1,bantu
mohon bisa di tambahkan fitur bayar dengan pulasa yaa min,3,negative,neutral,10,mohon tambahkan fitur bayar pulasa yaa min,7,mohon tambah fitur bayar pulasa yaa min
mantap,5,negative,positive,1,mantap,1,mantap
bagus,5,neutral,positive,1,bagus,1,bagus
sangat puas,5,neutral,positive,2,puas,1,puas
sangat membantu,5,negative,positive,2,membantu,1,bantu
"aplikasi tidak bertanggung jawab, ribet saya konsultasi tentang gerd ke dokter dan obat yang diberi kepada saya obat keras dan saya sudah menunggu 24 jam tapi belum sampe obatnya dia pikir penyakit saya penyakit biasa nyawa taruhan dajjal",1,negative,negative,39,aplikasi bertanggung ribet konsultasi gerd dokter obat obat keras menunggu 24 jam sampe obatnya pikir penyakit penyakit nyawa taruhan dajjal,20,aplikasi tanggung ribet konsultasi gerd dokter obat obat keras tunggu 24 jam sampe obat pikir sakit sakit nyawa taruh dajjal
"tanya z harus lngganan bayar ' mending trus membantu ujung""nya sruh kedokter sama z ngomong bertanya sma tembok bukanya memvantu mlah menyekek biaya bertnya saja .dlu gk skrg kya rentenir z serba duit",1,positive,negative,35,z lngganan bayar mending trus membantu ujungnya sruh kedokter z ngomong sma tembok bukanya memvantu mlah menyekek biaya bertnya dlu gk skrg kya rentenir z serba duit,27,z lngganan bayar mending trus bantu ujung sruh dokter z ngomong sma tembok buka memvantu mlah kek biaya bertnya dlu gk skrg kya rentenir z serba duit
sangat membantuu,5,neutral,positive,2,membantuu,1,membantuu
