content,score,sentiment_label,sentiment_rating,wordCount,review_without_stopwords,wordCount_after_stopwords
"okee banget, dibutuhkan saat kita panik dan cemas sebelum dateng ke fasilitas kesehatan. dokternya juga oke oke",4,positive,positive,19,okee dibutuhkan panik cemas dateng fasilitas kesehatan dokternya oke oke,10
"bintang 1 dulu,kalo bagus tak tambahin",1,neutral,negative,8,bintang 1 dulukalo bagus tambahin,5
tidak akan install lgi,1,negative,negative,4,install lgi,2
sangat bagus,5,negative,positive,2,bagus,1
scam,1,neutral,negative,1,scam,1
aku kasih bintang 2 dulu. soalnya lg belajar mengenal aplikasi alodokter,2,neutral,negative,12,kasih bintang 2 lg belajar mengenal aplikasi alodokter,8
"parah saya chat dokter, ga dijawab. udah bayar 45ribu. malah yg balas operator nya. karena dokter tidak menanggapi, maka chat anda telah ditutup. balikin saldo gopay nya woooy.",1,negative,negative,35,parah chat dokter bayar 45ribu balas operator dokter menanggapi chat ditutup balikin saldo gopay woooy,15
sangat membantu sekali,5,negative,positive,3,membantu,1
sangat membantu,5,negative,positive,2,membantu,1
bgstt anj,1,neutral,negative,2,bgstt anj,2
aplikasi bagus membantu penderita lebih percaya diri dan bisa mencari solusi,5,negative,positive,11,aplikasi bagus membantu penderita percaya mencari solusi,7
udh bayar kenapa ga bisa chat dokternya ????? penipuuuu gua udh bayar tapi ga bisa konsultasiii...,1,positive,negative,21,udh bayar chat dokternya penipuuuu gua udh bayar konsultasiii,9
good,5,neutral,positive,1,good,1
"sudah berharap mau tanya buat luka bakar di badan kena air panas, mau chat dokter ternyata bayar",3,positive,neutral,18,berharap luka bakar badan kena air panas chat dokter bayar,10
gak ada solusinya dan,2,negative,negative,4,solusinya,1
istri saya marah marah karna ngidam serabinya tidak terpenuhi,5,neutral,positive,9,istri marah marah karna ngidam serabinya terpenuhi,7
puas sekali,5,negative,positive,2,puas,1
membantu untuk pertolongan pertama,5,neutral,positive,4,membantu pertolongan,2
sgt membantu,5,neutral,positive,2,sgt membantu,2
tingkatkan lagi informasi nya,5,negative,positive,4,tingkatkan informasi,2
aplikasi penipu sudah bayar tapi obatnya ga sampai!!!!,1,negative,negative,12,aplikasi penipu bayar obatnya,4
kenapa tidak bisa membayar dengan dana.,1,neutral,negative,7,membayar dana,2
sngat mmbntu jika sakit dan tdk bsa lgs ke dokter,5,negative,positive,10,sngat mmbntu sakit tdk bsa lgs dokter,7
makasih dok,5,neutral,positive,2,makasih,1
respon dokter sangat baik,5,negative,positive,4,respon dokter,2
"sy puas skali konsultasi dgn dokter tht apk ini ternyata bagus jooz kok,",5,neutral,positive,14,sy puas skali konsultasi dgn dokter tht apk bagus jooz,10
aplikasi babi ujung-ujungnya duit dulu bisa pesan gratis sekarang harus bayar bikin susah orang mau konsultasi mau sehat aja ribet,1,neutral,negative,20,aplikasi babi ujungujungnya duit pesan gratis bayar bikin susah orang konsultasi sehat ribet,13
memuaskan,5,negative,positive,1,memuaskan,1
sangat mudah memahami info tetng dunia medis,5,positive,positive,7,mudah memahami info tetng dunia medis,6
good,5,neutral,positive,1,good,1
sangat baik pelayanan dokter,5,positive,positive,4,pelayanan dokter,2
sangat membantu sekali,5,negative,positive,3,membantu,1
alhamdulillah dengan adanya aplikasi alodokter sangatlah membantu. apalagi kalau anak sakit ditengah malam atau disaat hari libur dokter tutup,5,neutral,positive,20,alhamdulillah aplikasi alodokter membantu anak sakit ditengah malam disaat libur dokter tutup,12
terbantu,5,positive,positive,1,terbantu,1
sangat membantu sekali ketika kita mau cari solusinya cepat,5,positive,positive,9,membantu cari solusinya cepat,4
ya smg dokter nya proposional,5,negative,positive,5,smg dokter proposional,3
"bagus banggettt dan bener bener ngatasi masalah dengan baikk, terimakasih",5,positive,positive,11,bagus banggettt bener bener ngatasi baikk terimakasih,7
aplikasi gc bener,1,negative,negative,3,aplikasi gc bener,3
"mantap,memudahkan",5,negative,positive,3,mantapmemudahkan,1
sangat membantu sekali,5,negative,positive,3,membantu,1
sangat membantu,5,negative,positive,2,membantu,1
puas sekali,5,negative,positive,2,puas,1
bagus,5,neutral,positive,1,bagus,1
dokternya telaten sekali betul di diagnosis. chat lama pun tetap di respon,5,neutral,positive,13,dokternya telaten diagnosis chat respon,5
bug terus tiap mau buka aplikasi loading lama!,2,negative,negative,9,bug buka aplikasi loading,4
alhamdulilllah sangat membantu,5,neutral,positive,3,alhamdulilllah membantu,2
sangat memudahkan. tidak perlu antri ke rumah sakit.,5,positive,positive,10,memudahkan antri rumah sakit,4
love,5,neutral,positive,1,love,1
dokternya ramah dan bisa membahas masalah secara detail.. aplikasi nya bagus bisa tebus obat tanpa ke apotik,5,negative,positive,18,dokternya ramah membahas detail aplikasi bagus tebus obat apotik,9
mantap respon dokter nya juga cepat. saya konsultasi dengan dokter hamdanah pelayanan cepat respon tidak lama. semoga kucing saya membaik,5,neutral,positive,22,mantap respon dokter cepat konsultasi dokter hamdanah pelayanan cepat respon semoga kucing membaik,13
cukup bagus,5,negative,positive,2,bagus,1
bagus,5,neutral,positive,1,bagus,1
konsultasi sp.kj,4,positive,positive,2,konsultasi spkj,2
lama sekali respon untuk membuat janji temu!,1,neutral,negative,8,respon janji temu,3
sangat bagus dan membantu,5,negative,positive,4,bagus membantu,2
cepat tanggap dan informatif tolong dong aladokter adain fitur telpon sy klo ngetik suka bingung nyusun kata² lebih enak ngomong langsung,5,negative,positive,21,cepat tanggap informatif tolong aladokter adain fitur telpon sy klo ngetik suka bingung nyusun kata² enak ngomong langsung,18
membantu untuk cari obat,5,negative,positive,4,membantu cari obat,3
the best berasa punya dokter pribadi .,5,neutral,positive,7,the best berasa dokter pribadi,5
hai dokter,5,negative,positive,2,hai dokter,2
sangat membantu..,5,neutral,positive,3,membantu,1
sangat membantu,5,negative,positive,2,membantu,1
ini gimna sih ... gua chat dokter umum.. udah chat2 dsuruh kirim foto... tapi gk bisa.. percakapan nya satu arah doank.. gua gk bisa balas chatnya.. kirim foto nya juga gk bisa.. tiba2 di tutup karna gua gk jawab2.. gimna mau jawab kalau percakapan nya satu arah...,3,positive,neutral,55,gimna sih gua chat dokter chat2 dsuruh kirim foto gk percakapan arah doank gua gk balas chatnya kirim foto gk tiba2 tutup karna gua gk jawab2 gimna percakapan arah,29
saya coba dulu kalu bagus dokter y kasih bintang 5,3,positive,neutral,10,coba kalu bagus dokter y kasih bintang 5,8
jalanin dulu,3,negative,neutral,2,jalanin,1
bermanfaat dan praktis,4,positive,positive,3,bermanfaat praktis,2
sangat membatu saya,5,positive,positive,3,membatu,1
"aplikasi yang sangat membantu untuk memecahkan masalah kesehatan dan mendapati informasi yang actual..terimakasih alodokter, jaya selalu",5,positive,positive,19,aplikasi membantu memecahkan kesehatan mendapati informasi actualterimakasih alodokter jaya,9
semoga bermanfaat saja dok.,5,neutral,positive,5,semoga bermanfaat,2
udah bayar tapi gaada respon dari dokter balikib duit saya udah 2x gini mulu,1,neutral,negative,14,bayar gaada respon dokter balikib duit 2x gini mulu,9
"respon cepat , dokter baik semoga obat nya cocok sesuai yang saya alami..",5,neutral,positive,14,respon cepat dokter semoga obat cocok sesuai alami,8
cukup membantu untuk mendapatkan informasi medis,5,negative,positive,6,membantu informasi medis,3
"setelah 3 th tidak konsultasi, dan baru mulai konsultasi dgn dr. pribadi by chat, dr. ybs sangat bertele2 dan kurang informatif bahkan ada indikasi yang tidak baik trhdp saya tentang bagaimana saya mendapatkan obat2 yg saya konsumsi. namanya orang sakit pasti berobat ke dr. apalagi penyakitnya berurusan dengan organ dalam. tolong lebih selektif lg dalam komposisi dr. pribadi yg direkomendasikan untuk chat pribadi dengan pasien.",1,positive,negative,70,3 th konsultasi konsultasi dgn pribadi by chat ybs bertele2 informatif indikasi trhdp obat2 konsumsi namanya orang sakit berobat penyakitnya berurusan organ tolong selektif lg komposisi pribadi direkomendasikan chat pribadi pasien,31
cukup membantu,5,negative,positive,2,membantu,1
bagus,5,neutral,positive,1,bagus,1
"bkn alo dok ini alo komputer,karena kerja dengan sistem komputer",1,positive,negative,12,bkn alo alo komputerkarena kerja sistem komputer,7
info kesehatan yang bagus,5,neutral,positive,4,info kesehatan bagus,3
ga repot lg ke dokter dan antri cukup dari rumah saja konsultasi di kasih resep deh,5,negative,positive,16,repot lg dokter antri rumah konsultasi kasih resep deh,9
bagus,5,neutral,positive,1,bagus,1
kalo mau pesan obat dlm keadaan darurat jngn dsni deh. apotek yg dipilihin gak 24 jam. jdix lama banget .superrr duperrr bad,1,positive,negative,24,kalo pesan obat dlm darurat jngn dsni deh apotek dipilihin 24 jam jdix superrr duperrr bad,16
"yes, i'll try to consult later if i have any complaints",5,negative,positive,13,yes ill try to consult later if i have any complaints,11
sangat berguna dan bermutu demi menjaga kesehatan tubuh,5,neutral,positive,8,berguna bermutu menjaga kesehatan tubuh,5
trimakasi banyak aplikasi alodokter... sangat2 membantu,5,neutral,positive,7,trimakasi aplikasi alodokter sangat2 membantu,5
sangat membantu sekali,5,negative,positive,3,membantu,1
membantu sekali,5,negative,positive,2,membantu,1
good,5,neutral,positive,1,good,1
sya kasih bintang 3 dulu,3,neutral,neutral,5,sya kasih bintang 3,4
"sebaiknya tanya jawab sampai tuntas, ga dibatasi.",5,neutral,positive,9,tuntas dibatasi,2
bagus,5,neutral,positive,1,bagus,1
sakit kaki,5,neutral,positive,2,sakit kaki,2
"mungkin aplikasi ini ditujukan hanya untuk orang2 berduit... mau konsultasi aja mesti bayar dulu, apalagi mau berobat. cukup berdoa aja buat orang2 tak mampu agar tidak sakit2an ",1,positive,negative,30,aplikasi orang2 berduit konsultasi mesti bayar berobat berdoa orang2 sakit2an,10
sangat membantu,5,negative,positive,2,membantu,1
bagus,5,neutral,positive,1,bagus,1
"alodokter,saya penderita diabetes.tangan saya terasa kaku sehingga sulit untuk menggengam dan terasa agak sakit.padahal saya mengkonsumsi pencair darah, vit b 12 , dan simvasvatin.kok blm juga sembuh.mksih",5,positive,positive,30,alodoktersaya penderita diabetestangan kaku sulit menggengam sakitpadahal mengkonsumsi pencair darah vit b 12 simvasvatinkok blm sembuhmksih,16
"konsultasi nya memuaskan dokternya ramah& sabar ,penjelasannya detail responsif dg pertanyaan pasien",5,negative,positive,14,konsultasi memuaskan dokternya ramah sabar penjelasannya detail responsif dg pasien,10
ok,5,neutral,positive,1,ok,1
tdk bisa masuk padhl udh masukin kode verifikasi dr sms,2,positive,negative,10,tdk masuk padhl udh masukin kode verifikasi sms,8
"alodokter banyak membantu tapi terakhir 2 kali chat dokter umum hampir 2 jam baru respon, mana bisa saya jaga hp selama itu, respon hanya untuk tutup chat sendiri saja",1,neutral,negative,31,alodokter membantu 2 kali chat dokter 2 jam respon jaga hp respon tutup chat,14
segitu dulu,4,neutral,positive,2,segitu,1
sy sdh 1 tahuan biduran.sdh minim obat dari dokter tp tdk kunjung sembuh.mohon solusinya,5,neutral,positive,14,sy sdh 1 tahuan biduransdh minim obat dokter tp tdk kunjung sembuhmohon solusinya,13
aplikasi yang bagus banyak tips dan informasi yang bermanfaat seputar kesehatan ,4,positive,positive,11,aplikasi bagus tips informasi bermanfaat seputar kesehatan,7
terimakasih banyak smngt membantu,5,negative,positive,4,terimakasih smngt membantu,3
keren,5,negative,positive,1,keren,1
bagus,5,neutral,positive,1,bagus,1
so far so good di bls nya juga cepat jawaban dr nya juga membantu,5,negative,positive,14,so far so good bls cepat membantu,7
"saya suka aplikasinya bagus, tapi saya kasih bintang dua karena alodokter mengirim obat menggunakan ekspedisi anteraja yang kelewat lambat. mohon jangan gunakan lagi ekspedisi anterja.",2,negative,negative,28,suka aplikasinya bagus kasih bintang alodokter mengirim obat ekspedisi anteraja kelewat lambat mohon ekspedisi anterja,15
kagak jelas,1,negative,negative,2,kagak,1
sangat membantu,5,negative,positive,2,membantu,1
sangat membantu saya,5,positive,positive,3,membantu,1
apa boleh 1x minum 2 tableb neosep,5,neutral,positive,7,1x minum 2 tableb neosep,5
"saya sudah memasukan alamat email saya dengan benar. tp knp tulisannya ""mohon periksa email anda"" trus yaaa..?",1,neutral,negative,22,memasukan alamat email tp knp tulisannya mohon periksa email trus yaaa,11
jawaban dari dokternya sangat saya pahami. terimakasih,5,neutral,positive,8,dokternya pahami terimakasih,3
recomended,5,neutral,positive,1,recomended,1
dokter ada yang saya mau tanya dengan penyakit dalam dokter ,5,neutral,positive,10,dokter penyakit dokter,3
ktanya respon cepat tapi apa setiap chat gak pernah di bles abisin duit aja apk gak guna dari tanggal 19 maret 2019 smpek skrng blm bels pas ini sengaja bayar udh chat apaan gk bles apk gak jels sumpah nyesel sya download nya,1,neutral,negative,43,ktanya respon cepat chat bles abisin duit apk tanggal 19 maret 2019 smpek skrng blm bels pas sengaja bayar udh chat gk bles apk jels sumpah nyesel sya download,29
alhamdulillah,5,neutral,positive,1,alhamdulillah,1
sangat membantu jika ada rasa kegelisahan dalam mengetahui penyakit dan obatnya,5,negative,positive,11,membantu kegelisahan penyakit obatnya,4
membantu sekali,4,negative,positive,2,membantu,1
sangat membantu dan memudahkan pasien,5,neutral,positive,5,membantu memudahkan pasien,3
sangat membantu,5,negative,positive,2,membantu,1
selalu membantu kapan saja,5,neutral,positive,4,membantu,1
"sangat membantu, dan harga sangat terjangkau.",5,positive,positive,8,membantu harga terjangkau,3
suka,5,neutral,positive,1,suka,1
"baru download, puas banget",5,neutral,positive,5,download puas,2
sangat membantu,5,negative,positive,2,membantu,1
penjelasan dari alodok ini sangat baik dan memuaskan hati,5,negative,positive,9,penjelasan alodok memuaskan hati,4
terbaik sekali.,5,negative,positive,3,terbaik,1
"bintang 4 dulu , karna bau coba beli obat di alodokter..",4,negative,positive,12,bintang 4 karna bau coba beli obat alodokter,8
teman dokter pribadiku setiap saat,5,negative,positive,5,teman dokter pribadiku,3
"kok ngak bisa login lagi saya, udah masukin no hp tetap ngak bisa",3,neutral,neutral,14,ngak login masukin no hp ngak,6
seenggaknya bisa konsul sama dokter dan ga ngawang ngawang lagi dengan overthingking karna nyari tau di google,5,negative,positive,17,seenggaknya konsul dokter ngawang ngawang overthingking karna nyari tau google,10
saya beri bintang 5 langsung bu dokter,5,negative,positive,7,bintang 5 langsung bu dokter,5
"cuma minta kode otp aja gak bisa"". klu gak segera di perbaiki mungkin akan aku uninstal...",1,positive,negative,19,kode otp klu perbaiki uninstal,5
terima kasih atas kerja sama dong,5,neutral,positive,6,terima kasih kerja,3
hebat,5,neutral,positive,1,hebat,1
"mudah untuk digunakan, dan sangat membantu untuk membeli obat",5,negative,positive,10,mudah membantu membeli obat,4
"hampir setengah jam nunggu respon dokter sampe ketiduran, ga semua dokter sih sprti itu. tp mmg fiturnya kita gabisa tau kapan dokter akan balas. keterangannya 5 menit, tp lama banget",2,positive,negative,34,jam nunggu respon dokter sampe ketiduran dokter sih sprti tp mmg fiturnya gabisa tau dokter balas keterangannya 5 menit tp,20
respon nya sangat lambat sekali disuruh tunggu 2 menit tapi sudah 10 menit lebih belum ada respon padahal sudah bayar,2,negative,negative,20,respon lambat disuruh tunggu 2 menit 10 menit respon bayar,10
saya pesan obat diarahkan ke apotek yg sudah tutup.. ditambah tidak ada tombol untuk batalkan pesanan,1,neutral,negative,17,pesan obat diarahkan apotek tutup ditambah tombol batalkan pesanan,9
dokter sangat cepat merespon pasien,5,positive,positive,5,dokter cepat merespon pasien,4
sangat membantu,5,negative,positive,2,membantu,1
sangat bagus respon nya.,5,neutral,positive,5,bagus respon,2
bagus,5,neutral,positive,1,bagus,1
respon dokter nya oke banget,5,negative,positive,5,respon dokter oke,3
terima kasih dr. aldio rais mony di alodokter atas penjelasan yg sangat bermanfaat u/ anak saya.,5,neutral,positive,17,terima kasih aldio rais mony alodokter penjelasan bermanfaat u anak,10
terima kasih dr.siti,5,neutral,positive,3,terima kasih drsiti,3
dokter cepat tanggap,5,neutral,positive,3,dokter cepat tanggap,3
niat konsul supaya dapet resep atau rujukan pengobatan. malah disuruh dtg ke rs terdekat saja. dokter yg melayani tidak mau bertemu untuk konsultasi offline. slow respon. informasinya pun basic dan template. saya kasih bintang 2. tidak solutif.,2,negative,negative,43,niat konsul dapet resep rujukan pengobatan disuruh dtg rs terdekat dokter melayani bertemu konsultasi offline slow respon informasinya basic template kasih bintang 2 solutif,24
cepat di respon thank you doc,5,neutral,positive,6,cepat respon thank you doc,5
terbantu,5,positive,positive,1,terbantu,1
mohon bisa di tambahkan fitur bayar dengan pulasa yaa min,3,negative,neutral,10,mohon tambahkan fitur bayar pulasa yaa min,7
mantap,5,negative,positive,1,mantap,1
bagus,5,neutral,positive,1,bagus,1
sangat puas,5,neutral,positive,2,puas,1
sangat membantu,5,negative,positive,2,membantu,1
"aplikasi tidak bertanggung jawab, ribet saya konsultasi tentang gerd ke dokter dan obat yang diberi kepada saya obat keras dan saya sudah menunggu 24 jam tapi belum sampe obatnya dia pikir penyakit saya penyakit biasa nyawa taruhan dajjal",1,negative,negative,39,aplikasi bertanggung ribet konsultasi gerd dokter obat obat keras menunggu 24 jam sampe obatnya pikir penyakit penyakit nyawa taruhan dajjal,20
"tanya z harus lngganan bayar ' mending trus membantu ujung""nya sruh kedokter sama z ngomong bertanya sma tembok bukanya memvantu mlah menyekek biaya bertnya saja .dlu gk skrg kya rentenir z serba duit",1,positive,negative,35,z lngganan bayar mending trus membantu ujungnya sruh kedokter z ngomong sma tembok bukanya memvantu mlah menyekek biaya bertnya dlu gk skrg kya rentenir z serba duit,27
sangat membantuu,5,neutral,positive,2,membantuu,1
"aplikasinya nipu katanya bisa chat dokter gratis padhal blom chat d suruh bayar duluan, manaahal lagi udh itu cuman konsultasi pulak, tolong lah kalo memang ya gratis jangan d iklan kan gratis trsu masa chat aja d bayar aneh",1,neutral,negative,41,aplikasinya nipu chat dokter gratis padhal blom chat d suruh bayar duluan manaahal udh cuman konsultasi pulak tolong kalo gratis d iklan gratis trsu chat d bayar aneh,28
kirim,4,neutral,positive,1,kirim,1
mantap,5,negative,positive,1,mantap,1
aplikasi yang sangat membantu untuk konsultasi dengan dokter-dokter profesional terutama ketika belum ada kesempatan untuk mengunjungi dokter/rumah sakit secara langsung,5,negative,positive,20,aplikasi membantu konsultasi dokterdokter profesional kesempatan mengunjungi dokterrumah sakit langsung,10
saya baru saja transaksi. sudah bayar ke spesialis 45 ribu. sudah chat awal tapi belum dibalas apa apa. eh tiba2 langsung di selesaikan sesi chat dengan dokter nya. aplikasi nyari duit doang inisih. payah,1,negative,negative,39,transaksi bayar spesialis 45 ribu chat dibalas eh tiba2 langsung selesaikan sesi chat dokter aplikasi nyari duit doang inisih payah,20
okey banget,5,negative,positive,2,okey,1
oke banget.... utk kebutuhan dokter dan spesialis dalam waktu singkat,5,neutral,positive,11,oke utk kebutuhan dokter spesialis singkat,6
"bayar semua,",1,negative,negative,3,bayar,1
sangat membantu,5,negative,positive,2,membantu,1
"error' apk nya, disuruh bayar lewat e-walet giliran mau dibayar pake shopee, pas login ket nya error' terus !",1,neutral,negative,23,error apk disuruh bayar ewalet giliran dibayar pake shopee pas login ket error,13
coba,2,neutral,negative,1,coba,1
semoga aplikasi ini sangat membantu dan bermanfaat,5,positive,positive,7,semoga aplikasi membantu bermanfaat,4
alodokter anak saya pening diikuti demamsaya kasih obat panadol 500mg dibagi 2 dan antibiotik azitromicyn yg 250 mg..efeknya dia muntah,5,negative,positive,22,alodokter anak pening diikuti demamsaya kasih obat panadol 500mg dibagi 2 antibiotik azitromicyn 250 mgefeknya muntah,16
kirain gak bayar,1,neutral,negative,3,kirain bayar,2
ngak bisa digunakan,1,neutral,negative,3,ngak,1
good,5,neutral,positive,1,good,1
"menyedihkan chat belum sempat dibalas langsung tertutup, padahal sudah dibayar",1,neutral,negative,11,menyedihkan chat dibalas langsung tertutup dibayar,6
"dokter speaialis anak nya sangat membantu, hanya tolong diperbaiki bug nya, sangat mengganggu, saya dan dokter saling tunggu balasan chat. trimakasih",5,positive,positive,25,dokter speaialis anak membantu tolong diperbaiki bug mengganggu dokter tunggu balasan chat trimakasih,13
"saya kasih bintang 1, pas sesi percakapan belum ada balasan dari dokter tapi udah di tutup percakapannya karena sudah 30 menit tidak ada balasan dari dokter otomatis di tutup. mohon maaf saya bayar untuk konsultasi, tapi kalau tidak ada balasan dari dokter dan dokternya lama respon buat apa saya konsultasi di apk alodokter. sangat tidak recomended apk alodokter ini, mending kalau mau konsultasi bisa ke dokter terdekat saja daripada online tapi tidak jelas",1,positive,negative,78,kasih bintang 1 pas sesi percakapan balasan dokter tutup percakapannya 30 menit balasan dokter otomatis tutup mohon maaf bayar konsultasi balasan dokter dokternya respon konsultasi apk alodokter recomended apk alodokter mending konsultasi dokter terdekat online,35
"tidak jelas, penjelasan juga tidak lengkap tidak ada solusi untuk penyakit yg diderita",1,neutral,negative,14,penjelasan lengkap solusi penyakit diderita,5
"selamat malam dokter. saya sudah mendatangi dokter saraf. setelah difoto, saraf saya terjepit. saya dianjurkan fisiotererafi. sakit pinggang saya sudah hilang. akan tetapi. jika berjalan tanpa dibantu ( 2 tongkat saya jatuh tidak kuat berdiri ). mengangkat salah satu kaki kiri / kanan ( sangat terasa berat ). mohon penjelasan dari dokter. apa semua penyebab ini dan mohon solusinya. terimakasih",5,positive,positive,71,selamat malam dokter dokter saraf difoto saraf terjepit dianjurkan fisiotererafi sakit pinggang hilang berjalan dibantu 2 tongkat jatuh kuat berdiri mengangkat salah kaki kiri kanan berat mohon penjelasan dokter penyebab mohon solusinya terimakasih,33
sanggat memuasakan,5,neutral,positive,2,sanggat memuasakan,2
chat dengan dokternya tidak ngeload dengan lancar..masih ada bug kayanya,1,neutral,negative,12,chat dokternya ngeload lancarmasih bug kayanya,6
respon sangat cepat dan memuaskab,5,negative,positive,5,respon cepat memuaskab,3
bagus sangat bermanfaat bagi orang awam,5,neutral,positive,6,bagus bermanfaat orang awam,4
terima ksih klu sya bisa cat sma dokter,5,positive,positive,8,terima ksih klu sya cat sma dokter,7
dikasih resep. mestinya dikasih tau kalo apotikny tutup lagi gawat gini malah jd nunggu.. hadehhhhh.. pdhl anak rewel bgt,3,neutral,neutral,22,dikasih resep mestinya dikasih tau kalo apotikny tutup gawat gini jd nunggu hadehhhhh pdhl anak rewel bgt,17
ok good sip,5,neutral,positive,3,ok good sip,3
lumayan membantu kalo ada yang tidak dipahami masalah kondisi tubuh atau tiba tiba sakit bisa di konsultasikan dan dapat jawaban yg mudah dimengerti,4,neutral,positive,23,lumayan membantu kalo dipahami kondisi tubuh sakit konsultasikan mudah dimengerti,10
sampah bug,2,neutral,negative,2,sampah bug,2
"sangat membantu sekali , responsif dan ramah. thankyou",5,positive,positive,9,membantu responsif ramah thankyou,4
ok bngt,5,negative,positive,2,ok bngt,2
"siang dok,mau konsultasi.penyakit yg saya derita.perut terasa penuh,dan nyeri perut bagian bawah sebelah kiri disertai sakit pinggang sebelah kanan",5,neutral,positive,23,siang dokmau konsultasipenyakit deritaperut penuhdan nyeri perut sebelah kiri disertai sakit pinggang sebelah kanan,14
sangat membantu.. aplikasinya bagus,5,neutral,positive,5,membantu aplikasinya bagus,3
"aplikasi bodoh, mau daftar mental mental, tidak bisa masuk, cari orang yang profesional",1,negative,negative,16,aplikasi bodoh daftar mental mental masuk cari orang profesional,9
oke,5,neutral,positive,1,oke,1
sangat perlu,5,positive,positive,2,,0
untuk klaim dipersulit dengan proteksi dari alodokter yg kerja sama dengan axa. gak rekomendasi utk mendaftar di alodokter,1,neutral,negative,19,klaim dipersulit proteksi alodokter kerja axa rekomendasi utk mendaftar alodokter,10
terima kasih banyak dokter nya enak ramah,5,neutral,positive,7,terima kasih dokter enak ramah,5
sangat membantu bgt terimakasih alodokter,5,neutral,positive,5,membantu bgt terimakasih alodokter,4
sangat membantu,5,negative,positive,2,membantu,1
bug ga bisa loading,1,negative,negative,4,bug loading,2
sangat2 membantu dan dokterx sangat ramah,5,positive,positive,6,sangat2 membantu dokterx ramah,4
good,5,neutral,positive,1,good,1
ok,5,neutral,positive,1,ok,1
sangat detail sekali. dr nya ramah. suka sekali,5,neutral,positive,10,detail ramah suka,3
good,5,neutral,positive,1,good,1
sangat membantu,5,negative,positive,2,membantu,1
"puas dan detail penjelasannya, seperti datang ke dokter langsung..",5,negative,positive,11,puas detail penjelasannya dokter langsung,5
"lagi sakit, malah dibikin stress sama bug.",1,neutral,negative,9,sakit dibikin stress bug,4
"yang ditanya lain, yang dijawab lain, seperti dijawab bot. foto aja yg dokter, dokternya tidur, kita konsul sama bot terus bayar. lucu ",1,positive,negative,28,bot foto dokter dokternya tidur konsul bot bayar lucu,9
chat aja harus bayar ku kira gratis,1,negative,negative,7,chat bayar ku gratis,4
layanan dokter yang tersedia sangat informatif,5,negative,positive,6,layanan dokter tersedia informatif,4
"sangat membantu sekali,",5,neutral,positive,4,membantu,1
membantu saat terdesak  dokter nya juga ramah2,5,neutral,positive,7,membantu terdesak dokter ramah2,4
"sangat baik respon nya,semoga cocok",5,neutral,positive,7,respon nyasemoga cocok,3
bagus buat introvert dan pencegahan sebelum tindak lanjut ke dokter di rs jadi hemat waktu dan biaya,5,negative,positive,17,bagus introvert pencegahan tindak dokter rs hemat biaya,8
makasih ya dok,5,positive,positive,3,makasih,1
"saya kasih bintang dua dulu.., mohon diperbaiki bug nya. saya sudah memasukan nomor telpon dengan benar tetapi mengapa tetap tidak bisa? dan saya sudah mengecek email saya juga tidak bisa. padahal sudah benar semua? dimohonkan ilang kan bug ini karna saya agak risih dengan bug",2,neutral,negative,51,kasih bintang mohon diperbaiki bug memasukan nomor telpon mengecek email dimohonkan ilang bug karna risih bug,16
"sangat"" bermanfa'at dan membantu",5,neutral,positive,5,bermanfaat membantu,2
mantap,5,negative,positive,1,mantap,1
berguna wow,5,neutral,positive,2,berguna wow,2
ok,5,neutral,positive,1,ok,1
mantapsss bangett,5,negative,positive,2,mantapsss bangett,2
"aplikasi cacat, lemot parah, tracking obat gk ada menu cek saat beli, aneh keburu igd klw kaya gini, jelek pokonya apps nya",1,positive,negative,26,aplikasi cacat lemot parah tracking obat gk menu cek beli aneh keburu igd klw kaya gini jelek pokonya apps,19
nice,5,positive,positive,1,nice,1
bisa menambah wawasan terima kasih alodokter.,5,neutral,positive,7,menambah wawasan terima kasih alodokter,5
sangat membantu,5,negative,positive,2,membantu,1
baik,4,negative,positive,1,,0
waktu konsultasi nya perlu di tmbah,1,neutral,negative,6,konsultasi tmbah,2
wbagusbramah,5,neutral,positive,1,wbagusbramah,1
gooodddd,5,negative,positive,1,gooodddd,1
sangat membantu,5,negative,positive,2,membantu,1
sangat puas banget dan ramah,5,neutral,positive,5,puas ramah,2
"anak sy umur 7tahun dok,pernah panas tinggi sampai mata dan mulutnya merah. sy bawa ke dokter dan turun panasnya terus banyak kelur di badanya seperti bercak putih lalu kering tp masih ad sedikit dn qukasi mandi.bbrp hr kemudian kmbali panas dn qubwa lg ke dokter dn lngsung smbuh lg.pas habis obatnya hangat lg badannya dan tanganya sprt terkelupas. qubwa lg ke puskesmas krn batuk dan angat badannya dikasi anti biotik. tp msih panas badan tangan dan kakinya dok.",2,neutral,negative,84,anak sy umur 7tahun dokpernah panas mata mulutnya merah sy bawa dokter turun panasnya kelur badanya bercak putih kering tp ad dn qukasi mandibbrp hr kmbali panas dn qubwa lg dokter dn lngsung smbuh lgpas habis obatnya hangat lg badannya tanganya sprt terkelupas qubwa lg puskesmas krn batuk angat badannya dikasi anti biotik tp msih panas badan tangan kakinya,59
sangat membantu saat kondisi memerlukan bantuan obat dan konsultasi cepat,5,negative,positive,10,membantu kondisi bantuan obat konsultasi cepat,6
"dokter yg ramah,, singkat padat,,jelas",5,neutral,positive,9,dokter ramah singkat padatjelas,4
